order_id,courier_id,customer_id,order_date,status,order_value
34937,6038,163669,2023-10-04,Unassigned,41.45
45417,7036,120115,2023-09-24,Delivered,24.72
29013,6372,177587,2023-11-29,Delivered,24.2
30084,6170,153567,2023-12-04,Delivered,8.02
53769,7121,169478,2024-03-15,Unassigned,37.2
30753,5668,127615,2024-03-14,Delivered,32.05
52888,6825,110462,2023-12-12,Delivered,27.13
44039,6021,101411,2024-05-01,Delivered,39.89
49850,6617,161273,2023-12-01,Delivered,16.3
1019,7420,123714,2024-01-29,Delivered,33.85
41109,5908,168826,2024-04-02,Delivered,34.6
25239,6920,119033,2023-11-25,Delivered,38.17
31831,5792,174276,2024-05-19,Delivered,35.17
26244,5385,102623,2023-09-15,Delivered,33.61
24811,7379,163711,2023-09-08,Delivered,16.71
10469,5219,119538,2023-10-25,Cancelled by customer,19.4
37665,6063,124672,2023-12-15,Delivered,34.82
26034,7298,106364,2024-05-21,Delivered,18.67
64558,6688,164341,2024-02-20,Cancelled by customer,28.68
36640,6258,166747,2023-10-23,Delivered,67.91
23059,5604,119095,2024-03-08,Delivered,43.42
37611,7043,111038,2024-01-28,Delivered,62.29
20641,5330,103522,2023-11-04,Delivered,30.08
46087,7272,146522,2023-08-18,Delivered,15.8
5581,7014,149450,2023-06-28,Delivered,34.53
384,6565,162241,2023-06-22,Delivered,36.54
25865,6287,169176,2024-04-20,Delivered,29.52
47880,5989,124964,2023-10-08,Delivered,18.41
64812,6436,169378,2023-11-02,Delivered,33.48
44533,6409,121306,2023-07-04,Delivered,31.89
14594,6407,125695,2023-12-18,Delivered,24.27
13640,7192,123322,2023-06-21,Delivered,49.0
35390,6182,164175,2023-11-07,Delivered,30.31
63910,6533,165655,2024-01-30,Delivered,33.3
61110,6030,135135,2023-12-26,Cancelled by customer,24.95
7444,5679,150848,2024-02-01,Delivered,40.67
6811,6415,111684,2023-09-04,Delivered,58.65
46348,6210,146086,2023-10-23,Delivered,46.73
50318,6420,108344,2023-08-26,Delivered,15.4
66072,5924,166820,2023-11-25,Delivered,30.18
65877,6039,161395,2023-06-06,Cancelled by customer,35.27
61278,7026,123861,2023-07-06,Delivered,58.38
15101,6822,144894,2023-06-25,Unassigned,31.92
31188,6433,121346,2023-09-20,Delivered,22.6
22006,5645,130783,2023-08-23,Delivered,30.9
57628,5948,108908,2024-03-11,Delivered,11.8
57782,7053,140704,2024-05-14,Delivered,23.36
17279,7451,154384,2023-07-27,Delivered,15.8
20059,6364,119862,2023-10-29,Delivered,26.79
5210,5799,173950,2023-08-08,Cancelled by customer,37.35
32410,7407,151788,2024-02-14,Unassigned,60.49
24400,6182,131749,2023-10-17,Delivered,13.53
25187,7140,134766,2023-10-24,Delivered,54.93
39511,6844,102943,2023-07-23,Delivered,68.14
57025,6550,109443,2023-09-17,Delivered,51.96
37528,7295,127652,2023-11-13,Delivered,18.72
67742,6446,135688,2023-06-17,Delivered,42.15
56529,5483,117006,2023-09-28,Delivered,26.18
50517,6409,134151,2024-04-30,Delivered,21.43
19264,7127,103961,2024-03-01,Cancelled by customer,28.76
39801,5524,135334,2023-08-31,Delivered,35.29
18397,6940,104633,2023-09-22,Delivered,11.61
39466,6343,175429,2023-10-17,Unassigned,47.14
40210,5801,105421,2023-08-24,Delivered,34.31
46431,5965,117428,2024-04-14,Delivered,7.4
62330,7217,110260,2024-04-04,Delivered,19.57
13001,6240,150292,2024-02-04,Delivered,18.5
65054,7384,139255,2023-09-21,Delivered,23.47
9130,5781,117656,2024-01-13,Delivered,22.73
58582,6386,114953,2024-01-27,Delivered,37.03
17086,6112,141398,2023-12-02,Delivered,16.25
13408,5488,125087,2024-04-06,Delivered,12.43
4382,5342,153206,2023-07-21,Delivered,17.6
26651,6107,157984,2023-07-23,Delivered,51.36
35293,6722,131490,2023-12-31,Delivered,56.41
67677,6701,161308,2023-11-13,Delivered,12.99
66860,5681,159086,2023-12-05,Delivered,38.4
35060,6710,176925,2024-01-01,Cancelled by customer,46.72
47195,6722,100608,2023-10-13,Delivered,33.78
17922,7380,111036,2023-12-09,Cancelled by customer,43.25
42076,7097,175469,2023-08-15,Delivered,34.48
61194,5851,117591,2023-08-18,Delivered,51.49
16424,7017,124200,2024-05-14,Delivered,31.89
3557,5012,167285,2023-09-03,Delivered,12.85
43745,6336,153617,2023-09-22,Delivered,60.18
63413,5870,102819,2024-03-26,Delivered,64.79
50220,6959,137315,2023-09-04,Unassigned,25.84
42533,5320,152730,2024-02-26,Delivered,43.23
40703,5819,131979,2023-10-11,Cancelled by customer,27.32
6090,7401,139844,2024-05-22,Delivered,24.27
45421,6185,138865,2023-10-03,Delivered,27.67
15370,6275,159615,2023-09-26,Delivered,38.33
16466,7093,152404,2024-01-31,Delivered,20.93
39628,6394,176130,2023-12-12,Delivered,36.68
21054,6254,135135,2023-07-31,Delivered,32.8
45904,5109,123555,2023-10-15,Delivered,44.7
61954,6914,131159,2024-04-21,Delivered,14.75
58520,7130,106798,2023-11-23,Cancelled by customer,16.19
33023,6548,167327,2024-01-31,Delivered,9.11
8268,7309,172816,2024-04-23,Delivered,22.7
2238,5674,111616,2023-08-21,Delivered,25.87
61872,6883,154653,2024-03-30,Delivered,40.05
7050,7372,117084,2023-06-10,Delivered,18.11
44642,5350,112934,2024-01-14,Cancelled by customer,26.69
14870,6441,144845,2023-12-11,Delivered,29.83
44236,5112,147896,2023-09-02,Unassigned,20.71
33698,7113,138438,2024-03-22,Delivered,18.56
3531,6067,135666,2024-05-26,Delivered,13.86
413,7253,161254,2024-01-09,Unassigned,38.11
37699,5087,105250,2023-11-27,Delivered,18.53
3492,7289,105107,2024-03-22,Delivered,27.24
28354,5968,134304,2023-11-04,Delivered,20.19
5754,6078,175389,2023-08-23,Delivered,26.37
6780,6976,132767,2023-07-03,Delivered,26.27
49195,5178,171713,2023-12-16,Delivered,20.01
33124,7285,137644,2023-12-02,Delivered,55.85
4468,7288,152410,2024-05-01,Delivered,55.61
25563,5855,106008,2024-02-29,Delivered,27.96
4646,5182,117507,2023-07-02,Delivered,26.88
44977,7123,157153,2024-05-10,Delivered,53.27
58359,7463,110713,2023-10-01,Cancelled by customer,20.28
30847,6209,111339,2024-01-03,Delivered,25.86
5575,5751,121659,2024-05-29,Delivered,58.07
9305,5593,117038,2023-09-07,Delivered,23.43
9428,6095,102709,2023-12-07,Delivered,25.38
37929,6003,107176,2024-04-14,Cancelled by customer,12.7
8767,5239,112499,2023-07-13,Delivered,18.67
54754,7042,129435,2023-12-22,Delivered,13.74
13935,5919,105048,2023-11-14,Cancelled by customer,28.68
50602,5725,174744,2023-12-22,Cancelled by customer,41.6
3855,5481,110067,2023-07-18,Cancelled by customer,23.56
39860,7081,113912,2023-07-20,Delivered,34.89
65871,7413,167280,2023-10-19,Delivered,44.0
45229,6350,123829,2024-02-07,Unassigned,4.0
61623,5925,174414,2024-05-11,Delivered,50.8
67745,5641,162225,2023-08-11,Delivered,28.84
53439,7249,159607,2023-12-20,Delivered,13.9
47744,6093,160638,2023-10-22,Delivered,62.95
53035,5390,152169,2023-06-22,Delivered,22.76
68740,6052,173194,2024-05-27,Delivered,77.56
57331,5351,118431,2023-07-17,Cancelled by customer,91.85
5354,6503,142442,2023-08-30,Delivered,66.89
12947,5708,101057,2024-05-16,Unassigned,35.37
44807,5136,139947,2023-09-18,Cancelled by customer,16.52
37120,5196,154860,2023-08-09,Cancelled by customer,51.96
30043,6431,128067,2023-11-02,Delivered,29.35
20825,6613,124315,2024-02-24,Delivered,30.94
32670,6818,132105,2023-12-19,Delivered,37.75
16937,6902,111171,2023-06-04,Delivered,33.41
17197,7019,112190,2023-10-12,Delivered,20.16
65537,6764,107221,2024-01-04,Delivered,54.14
67835,7161,141012,2023-12-02,Cancelled by customer,28.32
52724,5229,135462,2023-07-22,Unassigned,32.47
32464,6276,120853,2023-08-09,Delivered,59.12
31190,5884,103312,2024-02-21,Delivered,26.95
67865,5111,170378,2024-03-22,Delivered,10.31
58812,6348,127587,2024-03-11,Delivered,11.78
38278,5226,106085,2023-11-26,Delivered,20.52
64551,6065,118986,2023-10-20,Delivered,17.39
15673,5825,149991,2024-03-07,Cancelled by customer,38.83
43547,6314,116689,2023-08-03,Delivered,19.37
16137,6728,114863,2024-04-28,Delivered,48.66
46964,5704,155298,2023-12-13,Delivered,37.94
33125,5591,168412,2023-08-17,Delivered,36.72
10113,6686,104907,2023-06-28,Delivered,12.21
34626,5751,126824,2023-09-02,Delivered,10.61
64479,6629,105627,2024-02-14,Delivered,40.86
65411,5582,150006,2023-11-10,Unassigned,31.37
43649,5639,165781,2023-09-18,Cancelled by customer,12.13
16374,5979,148642,2024-04-20,Delivered,16.71
37386,5300,122193,2023-09-15,Delivered,14.77
66697,5010,143139,2024-02-09,Delivered,15.04
24729,6696,174703,2023-09-14,Delivered,24.4
21577,6027,123120,2024-04-06,Unassigned,37.21
45526,6566,119381,2024-01-18,Delivered,36.76
69444,5802,161220,2023-08-24,Delivered,43.29
55962,6542,165187,2023-12-04,Delivered,32.3
40702,5265,154019,2023-10-14,Delivered,22.95
58022,6322,125162,2023-06-14,Delivered,17.72
11556,5701,145838,2024-04-22,Delivered,25.34
47339,7027,164788,2024-03-07,Delivered,36.25
33183,5053,128258,2024-01-09,Delivered,18.0
50384,6420,113610,2024-03-01,Delivered,15.62
49036,5948,164819,2023-10-14,Delivered,21.89
61073,6385,169829,2023-11-01,Delivered,20.06
44822,5224,116584,2023-12-11,Delivered,8.81
25818,6208,163254,2023-11-15,Unassigned,12.74
17869,6970,135199,2024-02-26,Delivered,56.15
63478,7435,106209,2024-05-13,Cancelled by customer,18.35
228,6332,111609,2023-09-04,Cancelled by customer,34.76
64505,5265,122012,2024-05-07,Delivered,52.13
50908,5969,135251,2023-09-12,Delivered,36.58
48250,6204,138157,2024-03-05,Unassigned,9.48
68968,5996,168244,2024-01-12,Delivered,23.07
17896,5365,124361,2024-05-31,Cancelled by customer,63.23
39365,6418,108422,2023-09-25,Delivered,25.94
14394,6991,111097,2023-07-02,Delivered,23.23
69276,5047,162195,2023-09-26,Unassigned,32.81
17681,7252,102293,2024-02-19,Delivered,48.42
50890,6770,161086,2023-10-31,Delivered,19.54
625,6746,156301,2024-05-10,Cancelled by customer,19.81
47966,6479,130007,2024-04-20,Delivered,18.98
69292,6117,132746,2023-07-21,Delivered,30.04
16698,7477,153595,2023-10-08,Delivered,13.86
51599,6436,145583,2023-11-10,Delivered,27.13
31197,6120,107227,2023-06-05,Delivered,29.56
504,7296,105289,2024-02-27,Delivered,38.38
67911,7195,131654,2023-07-27,Delivered,10.23
58101,7365,115509,2023-08-30,Delivered,50.33
23498,6322,158716,2023-07-25,Delivered,23.65
65229,7209,124995,2023-06-13,Delivered,23.18
68065,7084,175198,2023-07-02,Delivered,15.11
16460,6041,178958,2023-08-13,Delivered,35.07
7897,5663,162758,2023-10-31,Delivered,13.51
14789,5911,164952,2023-11-06,Delivered,37.93
23765,6739,145796,2023-06-03,Delivered,52.24
69688,5937,133262,2023-07-18,Delivered,11.61
6268,6054,175100,2023-06-21,Cancelled by customer,16.63
60556,5561,133390,2024-05-07,Delivered,43.77
46124,5738,169722,2023-07-09,Cancelled by customer,15.41
28513,5237,179409,2024-05-26,Delivered,52.56
61045,5940,113466,2024-02-21,Delivered,27.62
61853,6370,160319,2024-04-03,Unassigned,27.13
65324,7069,173359,2023-12-28,Delivered,38.97
69403,5543,150532,2024-05-10,Delivered,56.64
64470,7261,149196,2023-07-15,Delivered,24.65
32965,6146,151747,2023-11-04,Delivered,27.52
25036,5917,133736,2023-07-10,Delivered,29.42
20775,5177,117068,2023-08-05,Delivered,30.71
32094,5369,174156,2024-04-21,Delivered,19.28
48202,6649,137569,2023-12-16,Delivered,40.53
26282,5044,145883,2024-04-04,Delivered,31.51
64657,6075,159472,2023-07-30,Delivered,12.86
12076,7294,161100,2023-09-15,Delivered,13.25
47621,6017,112165,2024-05-25,Cancelled by customer,21.07
10753,5574,110604,2023-07-06,Delivered,24.23
67904,7233,169905,2024-04-15,Delivered,23.33
66968,5031,179822,2024-04-25,Delivered,23.63
44937,5288,106219,2024-03-28,Delivered,68.87
11880,5395,175154,2023-08-27,Delivered,8.46
10104,7107,160167,2023-06-26,Delivered,25.48
62431,6219,161031,2023-11-14,Cancelled by customer,24.58
57119,6639,146712,2024-03-23,Cancelled by customer,33.06
15109,7429,154418,2023-08-03,Delivered,34.72
13363,5293,128738,2023-10-14,Unassigned,25.11
47058,7274,141431,2024-01-19,Delivered,38.29
247,6605,146855,2024-03-27,Delivered,9.49
7851,6357,158242,2024-02-26,Delivered,26.48
56678,6443,119677,2023-12-02,Unassigned,25.92
643,5147,134636,2023-07-17,Delivered,12.54
10588,5613,120899,2024-05-21,Delivered,16.68
52940,7055,150653,2024-01-01,Delivered,63.02
26337,5455,174996,2024-03-02,Cancelled by customer,35.14
51159,6811,164143,2023-08-30,Cancelled by customer,16.66
41151,6756,160304,2023-07-22,Delivered,31.22
59186,5942,120448,2023-09-27,Delivered,44.69
48800,7326,132250,2024-03-16,Delivered,37.09
25072,5202,102597,2024-03-03,Delivered,36.2
25270,6340,112826,2024-02-29,Delivered,28.58
38695,5772,173774,2024-03-19,Delivered,19.79
6155,5752,178117,2024-02-14,Delivered,16.72
63879,5899,108807,2023-06-14,Unassigned,19.32
32066,5368,164004,2023-07-25,Delivered,41.78
62365,6292,104303,2024-04-19,Cancelled by customer,27.25
40476,6537,130412,2024-05-08,Unassigned,18.81
35438,6111,178573,2023-11-03,Delivered,58.77
8892,6745,139835,2023-06-15,Delivered,24.03
59191,5725,114261,2023-09-28,Unassigned,24.79
10328,7111,150742,2023-11-23,Unassigned,41.4
52990,6398,165601,2024-03-06,Delivered,36.59
69226,5620,147213,2024-04-11,Delivered,25.59
50468,5463,130235,2023-09-23,Delivered,25.91
35623,6908,140375,2024-03-25,Delivered,26.13
54958,5432,145538,2023-10-23,Delivered,4.0
39412,5937,170762,2023-08-31,Delivered,21.7
68068,6910,140987,2023-09-14,Delivered,16.88
21193,5880,164103,2023-06-20,Delivered,16.77
67529,7043,122394,2023-10-22,Delivered,24.22
56089,6321,140821,2024-04-28,Delivered,10.81
46360,7307,145718,2024-03-05,Cancelled by customer,12.74
8553,6038,135757,2023-09-03,Delivered,40.13
16206,6332,117384,2024-04-06,Delivered,24.55
41470,6919,100357,2023-09-02,Unassigned,57.26
68025,5702,123978,2024-03-18,Unassigned,16.24
5735,7268,114881,2024-01-05,Delivered,32.44
56588,6250,143133,2024-01-31,Delivered,44.71
69067,5216,161297,2024-05-27,Delivered,20.98
57409,6665,112338,2024-01-23,Delivered,19.59
68468,6273,163077,2024-01-18,Delivered,26.9
38541,6002,139032,2023-06-22,Delivered,40.46
19358,6411,130683,2024-04-14,Delivered,9.32
52115,6359,167135,2024-01-21,Cancelled by customer,15.43
12892,6548,114258,2024-01-17,Delivered,46.89
26047,7061,163927,2024-02-18,Cancelled by customer,29.99
4733,6110,116617,2024-01-24,Delivered,22.35
65596,6135,163546,2024-01-22,Delivered,28.54
36363,6429,137486,2024-05-20,Delivered,21.39
59627,6213,124596,2023-12-04,Delivered,15.69
18102,6069,177556,2024-01-09,Delivered,60.0
43286,6117,116494,2024-02-06,Delivered,11.19
37398,5609,161871,2024-05-30,Delivered,43.48
10873,6341,145061,2023-09-29,Delivered,27.88
65381,6601,126922,2023-10-21,Delivered,81.98
30649,5782,171308,2023-06-08,Delivered,18.54
23126,6552,171270,2023-09-29,Delivered,40.99
20487,5114,178579,2023-09-12,Delivered,4.0
37346,5938,128229,2024-04-26,Delivered,27.45
44382,6453,177969,2023-12-23,Cancelled by customer,28.41
51856,7365,138591,2023-11-28,Delivered,20.34
54008,5429,135959,2024-03-12,Delivered,28.67
39363,5329,155484,2024-03-18,Delivered,35.61
52709,5599,126510,2023-09-08,Delivered,23.03
1003,7424,175786,2024-05-25,Delivered,29.64
16631,6721,100061,2023-09-08,Cancelled by customer,19.16
10630,7201,153260,2024-02-29,Delivered,4.0
13574,6674,164190,2023-11-25,Delivered,34.83
11662,7219,171110,2023-07-14,Delivered,12.92
33420,7467,130624,2023-11-05,Delivered,38.42
40865,5809,103553,2024-02-14,Delivered,26.81
6312,5637,145109,2023-08-25,Unassigned,19.93
49279,7198,114579,2023-10-07,Cancelled by customer,28.54
33189,6462,159344,2024-04-08,Delivered,54.56
63641,6113,142136,2024-03-23,Delivered,6.99
33599,7071,131685,2023-08-10,Delivered,32.54
38950,5873,129787,2023-09-18,Delivered,26.78
1737,5573,149264,2023-10-14,Delivered,29.79
4611,5408,137069,2024-02-04,Delivered,21.48
40764,5612,162912,2024-01-30,Cancelled by customer,38.84
48279,6713,106776,2023-08-18,Delivered,37.51
39180,6746,107177,2024-03-25,Delivered,28.88
31891,6232,144888,2024-04-03,Delivered,11.97
38224,7173,164972,2023-06-29,Delivered,33.22
3419,6956,106783,2023-10-26,Delivered,38.72
14944,5611,179955,2024-01-01,Delivered,37.81
48406,6644,157149,2023-11-19,Delivered,32.95
27520,6133,174260,2023-12-15,Cancelled by customer,23.44
14858,7495,134941,2023-09-26,Cancelled by customer,4.19
60314,5319,173346,2024-01-17,Delivered,41.39
4488,6564,111003,2024-02-20,Delivered,23.43
26069,6615,149964,2023-11-10,Delivered,30.19
8544,7074,132300,2023-08-06,Delivered,13.5
56730,5465,155095,2024-04-10,Delivered,7.91
26214,5114,176905,2023-07-14,Delivered,26.69
64454,6448,143163,2023-07-24,Cancelled by customer,15.4
43324,5475,164935,2023-09-09,Delivered,20.13
67815,6878,116573,2024-04-13,Delivered,14.07
27343,5641,163373,2023-11-26,Cancelled by customer,16.5
14168,6619,165880,2023-06-30,Delivered,22.22
2183,6381,118392,2024-02-03,Cancelled by customer,39.08
47323,7210,152972,2024-03-29,Delivered,6.53
36221,5738,122533,2023-08-11,Cancelled by customer,35.85
38423,7058,126000,2023-11-28,Delivered,54.23
51517,7260,123457,2023-10-26,Cancelled by customer,31.4
14696,6390,126142,2023-09-25,Delivered,27.44
10497,7154,122235,2023-07-27,Delivered,28.02
14405,5630,117998,2023-09-03,Delivered,25.59
60126,7426,175183,2023-10-15,Delivered,32.39
69109,6357,123544,2023-07-02,Delivered,17.92
57194,5522,179806,2023-07-31,Cancelled by customer,24.51
1571,6345,150008,2023-12-24,Unassigned,43.31
32075,5666,175592,2023-11-11,Delivered,34.65
63486,6075,172631,2023-12-22,Delivered,10.67
26735,5788,115071,2023-07-14,Delivered,34.08
54396,6721,134735,2023-12-10,Delivered,10.47
66228,6700,175314,2024-04-09,Delivered,19.55
24832,6318,121583,2024-03-27,Delivered,11.2
39641,5475,179918,2023-08-10,Delivered,17.32
22988,6992,113441,2023-09-11,Delivered,25.16
8748,5897,177778,2023-09-30,Delivered,21.05
9497,6973,175505,2024-01-04,Delivered,13.36
35285,7381,104034,2023-07-11,Delivered,19.61
5616,5947,137075,2023-10-13,Delivered,22.32
60432,5142,144637,2024-01-25,Cancelled by customer,15.76
62628,6648,130352,2024-04-24,Unassigned,17.18
38768,5699,113799,2023-08-12,Delivered,30.13
25168,7265,135949,2023-07-14,Delivered,28.97
19812,6660,145170,2024-02-16,Delivered,17.66
28322,5091,127087,2023-06-07,Unassigned,12.48
2973,6006,100247,2023-12-26,Delivered,51.17
9012,7466,111857,2023-11-30,Unassigned,31.85
10802,7487,175456,2024-04-11,Delivered,11.59
64078,5039,133988,2023-07-22,Delivered,24.44
34844,5236,163072,2023-08-07,Delivered,27.44
66426,6565,127584,2024-05-09,Delivered,25.24
12227,6599,159742,2024-03-27,Delivered,18.95
13563,6663,117098,2024-05-27,Delivered,30.22
56097,5351,114951,2023-09-22,Delivered,15.06
50137,5486,131593,2023-08-01,Delivered,26.91
43769,5718,127688,2024-03-28,Delivered,52.37
28955,5209,143323,2023-09-18,Delivered,40.05
38015,7478,161364,2024-01-22,Delivered,17.49
23145,6736,115203,2024-01-18,Delivered,7.94
54155,5960,109655,2024-02-27,Cancelled by customer,20.1
67561,6754,166876,2023-09-29,Cancelled by customer,25.81
25134,5183,175295,2023-09-27,Delivered,16.18
6768,5174,127390,2023-08-02,Delivered,17.53
42252,6399,131878,2024-05-26,Delivered,10.12
65465,6296,122313,2023-09-17,Delivered,20.99
44726,6225,110968,2023-07-26,Delivered,19.61
45137,6249,144765,2023-12-26,Delivered,38.33
38822,5616,109763,2023-06-17,Delivered,61.72
64121,7150,155777,2024-04-19,Delivered,48.54
39594,5883,174459,2023-08-06,Delivered,69.33
19107,6681,162773,2023-12-14,Delivered,17.74
34206,5416,171574,2023-11-25,Delivered,8.11
34872,5743,110624,2023-07-17,Delivered,23.3
48241,7237,179191,2024-05-20,Delivered,23.47
54888,6003,140881,2024-03-26,Delivered,18.29
62695,6614,114861,2024-03-20,Delivered,25.67
50131,5422,141265,2024-05-01,Delivered,40.34
41175,6984,172579,2024-04-15,Cancelled by customer,39.83
31043,6654,177062,2024-05-06,Delivered,38.03
18956,6373,119796,2024-01-19,Delivered,38.72
29487,7344,172488,2024-01-04,Delivered,12.19
12828,5170,170863,2023-11-07,Unassigned,12.85
51888,5889,125686,2023-10-29,Delivered,10.68
14792,6204,158636,2023-07-08,Cancelled by customer,22.64
41166,6743,128163,2024-05-12,Delivered,41.28
28216,6976,112148,2024-04-06,Delivered,24.38
22502,6646,172470,2023-08-20,Delivered,24.29
51635,5839,158428,2023-07-04,Delivered,51.65
43278,6728,150435,2023-07-11,Delivered,17.95
29800,7375,118451,2023-11-20,Delivered,15.77
28268,5883,179656,2024-03-25,Delivered,40.55
65410,5322,163827,2024-03-05,Delivered,55.68
59457,5837,159304,2023-12-21,Delivered,19.39
41212,5211,143267,2023-08-31,Delivered,29.5
20356,7152,170315,2023-06-25,Cancelled by customer,33.54
13670,6248,147194,2024-05-15,Delivered,32.14
60497,7363,103181,2023-11-24,Delivered,16.58
33415,5415,108996,2023-09-05,Unassigned,33.91
8661,7491,141911,2024-05-27,Delivered,19.42
19818,6493,159316,2023-10-30,Delivered,38.58
50503,6622,172949,2024-03-29,Delivered,30.62
1556,5564,113644,2024-05-25,Delivered,19.61
56145,6370,156217,2024-05-16,Cancelled by customer,13.16
5393,7075,174851,2023-11-15,Delivered,80.11
18295,5265,132172,2024-01-08,Delivered,22.84
11492,5404,154430,2023-06-19,Delivered,31.25
43448,5090,141253,2023-07-17,Delivered,17.45
9117,6724,124773,2024-03-04,Delivered,54.53
16379,7283,109091,2023-06-07,Delivered,17.74
16132,5715,132817,2024-05-12,Delivered,25.65
16005,7111,122134,2023-08-13,Delivered,24.45
68360,7237,120437,2023-07-23,Delivered,40.46
62095,7103,177296,2024-05-13,Delivered,11.69
60466,5429,104875,2024-01-13,Delivered,10.18
10169,7117,124012,2024-02-17,Delivered,72.95
53636,5783,102846,2024-03-08,Delivered,27.74
39106,5998,113007,2023-06-24,Delivered,24.38
48060,6656,107104,2023-10-09,Delivered,29.72
12108,5326,138778,2023-06-17,Cancelled by customer,38.0
46708,5316,135078,2024-02-25,Delivered,5.7
41741,5248,176843,2023-07-23,Delivered,37.68
55198,6965,150418,2024-05-06,Delivered,11.6
55288,6301,152991,2023-11-17,Cancelled by customer,33.57
3565,5453,125259,2024-03-19,Delivered,20.62
35771,7229,105742,2023-08-29,Cancelled by customer,31.44
49759,5820,157554,2023-08-20,Delivered,33.54
56879,5615,141461,2024-01-21,Delivered,45.29
26100,5076,104296,2024-01-13,Cancelled by customer,48.1
1804,7113,122067,2023-08-17,Delivered,6.78
40574,5599,103243,2024-05-20,Cancelled by customer,61.37
28827,5264,154475,2024-04-09,Delivered,19.93
47560,5856,103004,2023-10-28,Delivered,4.08
24873,6793,166348,2023-10-08,Delivered,15.93
35902,7073,110090,2024-04-29,Delivered,20.04
1388,5674,176920,2024-03-19,Cancelled by customer,12.89
44247,6987,128747,2024-02-04,Delivered,17.89
66513,6908,168826,2024-01-20,Delivered,40.43
42165,5661,143888,2023-08-12,Delivered,52.8
25760,6396,160495,2023-07-28,Delivered,18.07
3946,5575,101522,2023-08-06,Delivered,26.33
55610,7223,142833,2023-07-30,Delivered,25.61
68699,6217,137982,2024-01-11,Delivered,16.53
2898,5648,117527,2023-09-13,Delivered,41.82
62159,6643,165699,2024-04-14,Delivered,11.62
62475,5632,144879,2024-01-03,Delivered,11.62
58652,6275,114273,2023-11-14,Delivered,12.04
69682,5388,164907,2023-09-30,Cancelled by customer,25.29
58388,5182,124163,2023-12-03,Delivered,6.84
51822,5661,176504,2023-11-05,Delivered,22.01
51645,6758,152783,2024-05-22,Unassigned,58.97
38473,6502,165672,2023-06-05,Cancelled by customer,56.03
