order_id,courier_id,customer_id,order_date,status,order_value
21171,5568,106466,2023-10-26,Delivered,61.39
44715,5852,150087,2023-07-11,Delivered,32.8
66390,7251,140150,2023-06-29,Delivered,22.7
29657,5277,107317,2023-07-17,Delivered,11.35
48290,5127,130713,2023-09-01,Delivered,33.16
18138,7106,160845,2024-02-22,Delivered,20.37
12826,6419,139012,2023-07-21,Delivered,29.93
7241,7176,122909,2024-01-15,Delivered,25.63
28070,6767,133392,2023-11-05,Delivered,37.92
35639,5529,147618,2023-10-22,Delivered,28.42
51180,6748,127951,2024-01-31,Cancelled by customer,9.55
56249,5146,125590,2023-12-18,Unassigned,25.88
47975,5885,104520,2023-06-03,Delivered,29.63
46771,5784,163940,2023-07-16,Cancelled by customer,29.6
41793,6070,123619,2024-03-01,Cancelled by customer,5.88
29568,6047,117785,2023-08-07,Delivered,27.54
35531,6361,104936,2024-02-11,Delivered,32.65
47397,5638,105535,2023-07-13,Delivered,36.4
6439,6951,159403,2023-11-30,Delivered,31.87
62766,5870,104715,2024-03-01,Delivered,49.37
13665,5686,119436,2023-10-31,Cancelled by customer,29.87
44734,5702,148234,2023-10-27,Delivered,7.43
26251,7253,127183,2023-08-18,Delivered,24.22
37653,5308,165602,2023-11-05,Cancelled by customer,27.53
62205,6563,136481,2024-02-13,Delivered,45.21
27724,6687,157199,2024-04-13,Delivered,14.0
28389,5764,118272,2024-01-06,Delivered,43.08
7084,6647,155999,2023-10-12,Delivered,28.67
14055,5740,105437,2023-08-24,Delivered,25.43
13045,6237,125344,2023-09-14,Delivered,41.33
65511,5144,103894,2024-04-20,Delivered,15.8
69358,5628,139216,2024-01-13,Delivered,54.47
67799,6807,101204,2024-01-25,Delivered,49.94
45044,6761,123762,2023-11-14,Delivered,41.25
25693,5367,137602,2023-08-07,Delivered,23.56
50258,6742,136051,2024-04-28,Delivered,30.61
21431,5093,111989,2023-08-03,Cancelled by customer,41.69
14067,6138,152185,2024-03-05,Delivered,18.76
20998,6724,160502,2024-04-07,Delivered,16.66
56612,5175,107205,2024-01-22,Delivered,27.84
54972,5041,167497,2024-01-03,Delivered,11.01
68763,7289,148099,2023-08-23,Unassigned,29.13
14057,5236,118262,2024-01-20,Delivered,41.09
34967,6908,143902,2024-05-07,Delivered,14.66
11312,5950,121428,2023-12-23,Delivered,25.51
3593,5974,132988,2023-06-22,Delivered,15.63
41629,5559,131456,2024-05-05,Cancelled by customer,32.92
48706,6376,179546,2024-05-11,Delivered,23.75
2274,5409,121194,2023-11-02,Delivered,48.53
13763,6301,155097,2023-08-01,Delivered,53.73
47317,5964,161656,2024-04-09,Delivered,21.03
39846,6430,129142,2023-06-20,Delivered,29.22
43758,6846,121596,2023-07-21,Delivered,12.98
5138,7365,144900,2024-04-24,Delivered,45.58
17699,6902,130421,2024-01-21,Delivered,41.89
26203,5887,152410,2024-01-07,Delivered,40.64
1688,7095,141857,2023-09-26,Delivered,18.62
63499,5670,119719,2024-03-31,Delivered,41.35
12252,5620,178463,2024-02-14,Delivered,44.04
18879,5218,112475,2024-03-03,Delivered,18.72
37685,7331,124815,2023-12-12,Unassigned,17.67
1815,7111,108869,2023-09-11,Unassigned,7.36
40046,6183,154027,2024-02-15,Delivered,36.45
40929,7029,172779,2024-01-26,Delivered,14.65
1637,5700,107066,2023-12-24,Unassigned,27.62
32141,7071,130130,2024-03-23,Delivered,23.36
35776,6756,176220,2024-04-30,Unassigned,27.35
64098,5762,142742,2024-03-18,Delivered,9.5
24740,5058,174085,2023-08-23,Delivered,25.87
18355,5346,110149,2023-10-17,Delivered,51.63
11632,6330,153215,2024-03-20,Delivered,19.54
21413,7279,122612,2024-04-05,Delivered,47.0
33376,5023,162876,2024-05-12,Delivered,32.89
30457,5302,124391,2023-09-22,Delivered,47.88
5922,6343,105351,2023-10-25,Cancelled by customer,33.18
18388,5858,156612,2024-04-13,Delivered,10.1
42681,6670,103675,2024-01-04,Delivered,13.92
34886,6096,138081,2024-03-24,Delivered,26.18
25298,6226,131403,2023-10-03,Delivered,32.0
4184,6818,128007,2023-07-12,Delivered,18.89
33471,7256,100462,2023-08-22,Delivered,12.05
33177,6927,167708,2024-05-27,Delivered,44.58
44785,5323,164365,2024-02-27,Delivered,40.73
30330,6659,151732,2023-07-25,Delivered,16.1
1794,7147,149473,2023-06-21,Cancelled by customer,6.77
37628,6545,169246,2023-11-23,Delivered,42.81
36688,6234,122365,2023-06-19,Delivered,36.91
19944,6238,137446,2023-06-05,Delivered,13.33
69494,7217,131225,2024-05-06,Delivered,9.81
61471,5850,137302,2023-06-10,Delivered,56.39
8789,5166,131692,2023-06-03,Cancelled by customer,39.02
24465,6468,109725,2024-02-05,Delivered,63.22
65924,5764,103044,2023-08-17,Delivered,65.42
61742,6674,103129,2023-12-18,Cancelled by customer,19.7
38592,6972,169231,2024-02-11,Cancelled by customer,45.44
6165,7438,127032,2024-05-13,Delivered,28.52
62717,7032,151323,2023-11-15,Delivered,28.53
11094,5072,132936,2024-04-17,Delivered,13.91
5750,5618,169556,2023-11-03,Cancelled by customer,26.93
46398,7276,132044,2023-10-10,Delivered,33.36
56001,5888,120624,2023-12-28,Delivered,19.35
29839,6236,112839,2024-01-01,Unassigned,25.33
51043,5259,161753,2023-09-29,Delivered,25.48
19082,6865,111356,2024-01-05,Cancelled by customer,47.62
42832,5809,138471,2024-04-09,Delivered,37.58
1344,7470,165407,2024-01-29,Delivered,33.27
58320,5041,142372,2023-09-14,Unassigned,31.19
53148,5330,148344,2023-07-07,Delivered,40.82
25904,6812,104121,2024-03-16,Delivered,34.17
5870,7121,103162,2024-02-15,Delivered,18.55
63058,5179,142472,2024-02-06,Delivered,47.13
28521,6662,158868,2023-11-18,Delivered,42.26
29885,5561,133782,2023-12-23,Delivered,39.82
67413,7064,107885,2023-09-25,Delivered,19.32
28207,6239,143413,2023-12-05,Delivered,25.64
62101,6871,168837,2023-12-10,Delivered,10.15
57022,6147,145954,2024-02-03,Delivered,48.47
10191,7335,128687,2023-07-30,Delivered,24.2
16609,6200,109738,2024-03-04,Delivered,36.65
41989,6821,176857,2024-05-31,Delivered,33.06
50951,7205,128191,2024-03-19,Cancelled by customer,11.27
57892,5919,168343,2024-04-22,Delivered,41.27
38838,6414,145679,2024-03-06,Cancelled by customer,23.16
17,6765,133390,2023-11-18,Cancelled by customer,58.45
32399,7398,146145,2024-01-24,Delivered,14.43
69126,7287,163782,2024-02-03,Delivered,24.69
66856,6140,129653,2023-10-29,Delivered,19.44
23910,5228,164662,2023-10-20,Delivered,15.81
19383,7284,154607,2023-08-02,Delivered,19.34
44625,7219,141963,2023-09-24,Cancelled by customer,39.05
57442,5075,131009,2024-02-15,Delivered,20.21
641,5777,104593,2023-07-10,Delivered,19.61
64593,6952,176015,2024-03-21,Delivered,30.64
40718,7330,171453,2023-07-23,Delivered,34.4
3595,6598,169695,2024-02-04,Delivered,18.62
38574,6986,156170,2023-06-26,Delivered,31.37
17690,5668,150358,2024-05-21,Delivered,22.3
54134,5651,155740,2024-01-25,Delivered,34.3
23103,6123,166388,2023-11-07,Unassigned,24.42
41269,5882,104183,2024-02-05,Unassigned,54.22
62154,5765,170999,2024-02-03,Delivered,32.58
8723,6768,125997,2023-12-01,Cancelled by customer,67.16
54336,5342,118373,2023-07-21,Delivered,25.53
18942,5241,162044,2024-03-09,Delivered,49.56
36031,5236,121944,2023-09-24,Delivered,13.64
26232,6734,172688,2024-04-02,Delivered,34.8
43174,7315,153989,2023-12-07,Unassigned,30.79
2708,5852,155592,2024-04-19,Delivered,13.48
35559,5964,154521,2023-09-07,Delivered,26.57
54675,7367,101773,2023-11-03,Delivered,28.59
6081,5707,126042,2024-02-21,Delivered,10.87
32023,6677,140679,2023-12-28,Delivered,24.69
31540,7137,132732,2023-08-14,Delivered,31.46
68427,5439,120995,2023-08-11,Delivered,50.87
43550,6355,168440,2024-03-24,Delivered,36.82
8951,5356,123847,2023-09-05,Unassigned,22.87
63356,5601,130980,2023-09-06,Delivered,14.84
36597,6714,142571,2023-06-29,Cancelled by customer,50.73
12427,6297,171083,2024-02-19,Delivered,24.7
10509,7335,177278,2024-02-27,Delivered,18.95
41040,6462,124674,2023-10-16,Delivered,16.38
33211,6642,142922,2024-02-26,Delivered,45.57
20691,7409,115578,2024-05-10,Delivered,20.0
3130,6337,119615,2024-04-18,Delivered,31.93
2399,7094,149219,2024-04-25,Delivered,9.9
10465,5772,158221,2023-11-10,Cancelled by customer,10.69
32620,5807,165804,2024-01-28,Delivered,42.28
261,6960,134615,2024-05-30,Delivered,30.94
34251,6950,139630,2023-11-21,Delivered,8.76
5815,5824,130852,2023-12-23,Delivered,14.33
25009,5819,134220,2023-10-06,Delivered,26.13
12213,7361,178478,2023-09-11,Delivered,19.33
15180,7389,179056,2024-05-11,Delivered,17.32
31989,6229,120195,2024-02-05,Delivered,42.83
24402,5301,111126,2024-04-10,Delivered,32.1
48687,5350,175981,2024-01-25,Delivered,26.81
22031,5418,149320,2023-06-10,Delivered,8.58
37355,5558,106395,2023-07-16,Delivered,20.51
60828,7297,169448,2023-08-18,Unassigned,29.34
10007,5035,121974,2023-10-04,Delivered,17.92
52409,5224,136352,2024-02-25,Delivered,11.3
3636,5915,102302,2024-01-13,Delivered,21.67
12699,7045,104478,2023-07-01,Delivered,48.92
30767,6501,132950,2024-03-10,Delivered,19.61
48906,7087,120385,2023-09-04,Delivered,43.07
32022,6635,178206,2024-01-19,Delivered,22.85
60900,5695,172483,2024-04-24,Delivered,67.37
32260,5387,175069,2024-03-04,Delivered,45.64
23654,6719,101106,2024-04-13,Delivered,30.46
61123,5257,158090,2023-09-30,Delivered,43.91
31275,7006,131120,2024-01-01,Delivered,51.61
64665,5939,162447,2024-03-10,Delivered,20.42
37893,6708,117924,2024-01-07,Delivered,39.87
12751,5158,173554,2024-05-18,Delivered,17.9
10422,6829,171871,2024-02-05,Delivered,16.74
65916,6726,136811,2023-11-05,Cancelled by customer,17.98
61091,7090,135213,2024-03-01,Delivered,23.99
3426,7057,140541,2024-05-26,Delivered,41.41
41207,7171,161048,2023-10-18,Delivered,9.44
69398,7483,122334,2024-02-20,Delivered,14.21
68264,6801,167732,2024-02-12,Delivered,55.93
20838,6934,162072,2023-09-07,Delivered,30.02
61750,6285,113640,2023-12-14,Cancelled by customer,46.85
37569,7110,154840,2024-04-10,Delivered,52.63
25291,6027,168139,2024-03-05,Delivered,16.56
69730,5247,101734,2024-03-24,Delivered,30.56
35456,7250,165079,2024-03-30,Delivered,10.65
4562,6133,143164,2023-08-12,Cancelled by customer,41.49
51328,6622,151460,2023-07-13,Delivered,28.71
69122,6564,122771,2024-05-17,Delivered,41.64
29043,6737,154871,2023-08-12,Delivered,50.71
21282,5420,159848,2023-10-29,Delivered,15.7
55368,5963,168703,2023-11-09,Delivered,29.93
56811,6627,114151,2023-08-26,Cancelled by customer,27.95
12854,5320,137262,2023-12-19,Delivered,11.98
29041,5704,106387,2024-03-31,Delivered,41.86
25639,6842,154273,2023-11-18,Cancelled by customer,27.84
35055,6277,143439,2023-11-10,Delivered,26.28
2084,7039,138709,2024-01-16,Delivered,25.69
31454,6668,131104,2023-12-26,Delivered,20.5
32692,5768,152239,2024-04-24,Delivered,39.34
21866,6586,151652,2024-05-06,Delivered,7.93
44204,7037,154177,2023-09-19,Delivered,38.87
31385,6222,126149,2023-07-28,Delivered,23.37
986,6998,148702,2024-05-29,Unassigned,26.71
31793,6135,141652,2023-06-04,Delivered,26.3
25724,7279,125459,2024-02-19,Delivered,27.01
3770,6025,152007,2024-03-17,Delivered,20.87
63619,5373,149048,2023-10-22,Delivered,47.79
69267,5531,173064,2023-12-27,Unassigned,13.97
55224,5212,146155,2023-10-05,Delivered,37.51
30197,7058,124900,2023-12-12,Delivered,19.77
69718,6161,165561,2024-02-20,Delivered,22.22
28329,5958,122984,2023-09-30,Delivered,34.32
58828,5567,177689,2023-11-01,Delivered,92.72
43640,5089,169585,2024-04-22,Delivered,34.31
31118,6632,145512,2023-07-05,Delivered,25.42
40348,5785,103674,2023-10-31,Delivered,9.1
41852,6201,118951,2023-07-27,Delivered,18.92
53728,7084,143667,2024-03-06,Delivered,48.86
361,6659,135348,2023-08-15,Delivered,53.21
52013,5794,159124,2024-04-10,Delivered,20.45
52895,6329,111298,2024-01-04,Delivered,42.46
5368,5385,168602,2024-02-13,Delivered,8.99
53533,5581,150634,2023-11-27,Delivered,28.92
40589,5560,132008,2024-04-22,Delivered,59.86
6272,5171,170961,2024-05-13,Delivered,18.68
52352,7281,120831,2023-08-09,Delivered,23.51
38707,5404,157087,2023-07-11,Unassigned,32.5
43668,5944,101779,2023-06-09,Delivered,66.4
21903,5210,150439,2023-09-28,Delivered,15.86
18556,7268,101729,2024-05-04,Delivered,15.07
49504,5297,153335,2023-12-29,Delivered,23.33
57735,5071,112444,2023-06-04,Delivered,23.02
39350,5107,134081,2023-12-10,Delivered,26.3
7526,6210,137409,2023-09-27,Unassigned,49.57
21555,5734,172823,2023-10-28,Delivered,13.34
64313,5537,152858,2024-03-06,Cancelled by customer,14.22
25700,5164,121245,2024-04-22,Delivered,15.7
48645,7035,131300,2023-09-13,Delivered,14.91
34413,6909,172878,2024-04-28,Delivered,20.78
17143,6681,163969,2023-08-14,Delivered,31.4
14686,6437,115079,2023-08-01,Delivered,17.59
56221,7017,144683,2023-09-09,Unassigned,21.23
9832,6529,131392,2023-10-25,Delivered,29.88
16472,7096,127254,2024-05-21,Delivered,36.49
65746,6421,121883,2024-02-10,Unassigned,23.68
18056,6633,142385,2023-08-22,Delivered,4.0
5261,5691,125419,2023-07-23,Delivered,37.17
7723,6976,120264,2024-04-15,Delivered,41.15
47469,5252,130981,2023-11-19,Delivered,22.34
22691,6721,152846,2023-12-26,Delivered,32.18
42573,6032,113559,2024-04-06,Delivered,27.12
17450,6407,113850,2024-03-20,Delivered,19.15
65344,5827,125054,2023-08-30,Delivered,43.46
1107,7282,128727,2024-03-01,Delivered,11.95
62972,5719,122128,2023-10-27,Delivered,13.98
42758,7301,145170,2023-12-21,Delivered,45.79
3795,5055,162216,2023-11-27,Delivered,50.19
44874,6119,120145,2023-08-11,Cancelled by customer,28.45
54852,5425,100934,2023-08-14,Delivered,23.96
39878,6223,106042,2023-08-08,Delivered,10.78
69077,6629,104995,2024-04-02,Delivered,28.0
68684,5526,132168,2024-04-16,Delivered,24.89
19094,5115,104368,2023-12-28,Cancelled by customer,45.38
62522,5055,160141,2024-01-03,Cancelled by customer,53.38
12185,7154,157350,2024-02-25,Delivered,29.32
10341,7354,164842,2024-02-07,Delivered,47.21
20384,6468,158652,2024-02-19,Delivered,19.27
41730,5802,126766,2024-01-02,Delivered,55.93
45026,6322,153428,2023-12-13,Delivered,40.51
16048,7300,166823,2024-02-06,Delivered,49.55
15020,7363,135137,2024-03-19,Delivered,18.71
3297,6263,104835,2024-02-02,Delivered,80.52
38108,7435,115704,2024-01-03,Delivered,11.52
25836,5942,150789,2023-11-09,Delivered,30.86
29952,6439,145719,2024-05-31,Delivered,27.77
13501,5529,151099,2023-07-17,Cancelled by customer,42.47
2524,7392,158313,2024-03-16,Delivered,25.16
16222,6036,104665,2023-08-01,Delivered,28.45
1724,7026,157382,2023-09-08,Delivered,55.51
56846,7218,103567,2023-08-02,Delivered,35.38
35655,6965,155441,2024-01-02,Delivered,48.08
15695,6724,134037,2023-08-12,Delivered,41.88
51593,6600,145950,2024-02-25,Delivered,33.84
5120,7367,112945,2024-04-26,Delivered,77.27
55523,6019,138819,2023-07-14,Delivered,30.02
26236,6105,174517,2023-10-21,Unassigned,48.97
9822,7077,118152,2023-12-17,Unassigned,31.82
67393,5136,140335,2024-04-02,Cancelled by customer,32.6
48091,6490,164861,2024-05-24,Delivered,19.82
54167,6500,101747,2023-12-18,Cancelled by customer,15.4
21219,6455,169838,2023-11-25,Delivered,25.66
44143,6503,168938,2024-02-06,Delivered,46.67
30739,5219,100657,2024-04-04,Delivered,31.73
54591,5823,174464,2024-02-02,Delivered,61.08
64563,6202,114290,2023-12-12,Delivered,63.85
6179,5146,176704,2023-10-17,Delivered,76.09
1498,7257,177082,2024-04-27,Delivered,47.71
66134,6462,114624,2024-01-17,Delivered,46.55
37504,6395,144481,2023-11-21,Cancelled by customer,24.78
75,7373,162160,2023-06-18,Delivered,34.03
33951,7379,153425,2023-07-14,Delivered,44.84
32095,7456,101338,2024-03-15,Cancelled by customer,10.42
24508,7485,179062,2024-05-30,Delivered,49.89
3774,5477,145470,2024-01-09,Delivered,13.2
7890,5670,107284,2023-11-26,Delivered,64.52
53045,5531,121493,2024-02-11,Delivered,13.43
53049,5174,144581,2023-07-12,Unassigned,13.61
62961,6965,152588,2023-09-29,Delivered,45.54
21411,6403,138325,2023-09-12,Delivered,38.58
20486,5094,171457,2024-04-22,Delivered,38.47
29120,7489,153744,2023-07-18,Delivered,53.22
9536,6754,125906,2023-06-29,Delivered,22.47
29533,6019,115952,2024-01-31,Delivered,46.61
50759,6445,105186,2023-11-29,Delivered,69.52
13823,6256,127530,2023-09-10,Unassigned,18.52
69017,6127,110853,2024-05-30,Cancelled by customer,11.13
62505,6681,152929,2023-09-08,Delivered,10.93
7923,5005,143854,2023-10-16,Cancelled by customer,8.2
16708,6989,118827,2023-12-04,Delivered,52.63
22189,5172,143266,2023-09-16,Delivered,37.77
12332,6953,113312,2024-03-14,Delivered,4.0
33037,7148,136648,2024-01-27,Delivered,41.86
52664,6429,161267,2023-10-24,Delivered,28.41
62643,5115,155278,2023-10-02,Unassigned,43.47
21796,5045,166715,2024-02-01,Delivered,42.09
36871,5318,175589,2024-05-26,Delivered,75.07
6053,6381,150381,2024-02-20,Delivered,31.13
17606,7309,167015,2024-04-19,Cancelled by customer,54.63
18081,6627,146761,2024-04-04,Delivered,29.08
69264,6595,156350,2023-10-11,Delivered,26.26
52196,7395,113598,2023-11-22,Delivered,34.26
49585,5999,176575,2024-01-17,Delivered,23.23
39367,7196,156470,2023-06-17,Delivered,26.96
41819,6085,146059,2024-03-07,Delivered,38.85
12750,6492,149972,2024-03-17,Delivered,41.68
10842,6309,166006,2023-10-16,Delivered,21.65
1886,6153,130342,2023-08-31,Delivered,23.87
56819,5094,107653,2023-07-10,Delivered,8.42
28510,5771,170945,2023-07-25,Delivered,12.96
56260,6892,158498,2023-12-04,Delivered,54.97
9017,6507,174956,2023-10-11,Cancelled by customer,14.55
19974,6193,178139,2024-02-23,Delivered,13.32
19694,7433,179709,2023-11-05,Delivered,23.91
46549,5383,164346,2024-02-12,Cancelled by customer,12.14
32921,5877,130977,2023-08-12,Delivered,26.82
38938,6201,139967,2023-10-27,Cancelled by customer,52.47
24665,6158,162447,2024-01-26,Delivered,39.07
31748,6715,176412,2024-04-21,Unassigned,54.01
18030,5571,179373,2023-06-06,Delivered,18.76
34601,6186,172362,2024-04-01,Delivered,14.18
6482,6084,141333,2023-07-20,Cancelled by customer,22.18
30559,5096,116220,2024-03-28,Delivered,29.12
58663,6018,169060,2023-07-02,Delivered,9.39
20321,6017,145318,2023-07-22,Delivered,12.11
57284,6213,146235,2023-06-10,Delivered,65.4
40374,5372,161301,2024-01-17,Delivered,51.37
23114,6210,173357,2024-02-16,Delivered,20.75
47152,7168,178610,2024-03-09,Delivered,39.38
62020,5024,164566,2023-07-20,Cancelled by customer,36.4
18377,5618,134614,2023-06-17,Delivered,15.92
35056,6505,104382,2024-04-30,Unassigned,27.49
65856,7011,125817,2024-06-01,Delivered,58.41
33283,6785,110883,2024-05-10,Delivered,22.2
21239,5608,160391,2023-07-29,Delivered,24.29
4423,6075,179679,2023-07-03,Unassigned,39.41
56481,5295,138155,2024-01-26,Delivered,29.93
2728,6686,103281,2023-11-21,Cancelled by customer,18.8
4328,7002,101749,2023-11-11,Unassigned,48.53
34075,5721,171246,2024-03-05,Delivered,21.23
24001,5358,171558,2024-04-23,Delivered,28.09
11989,6642,162197,2023-08-27,Delivered,35.73
67977,6464,112324,2023-09-13,Delivered,28.38
49882,5812,114956,2024-02-23,Delivered,38.15
8188,5756,177674,2023-08-15,Delivered,20.73
58725,5813,103368,2023-10-08,Delivered,49.92
42026,5647,137254,2023-12-02,Delivered,69.97
55184,6089,127896,2023-11-09,Delivered,59.75
6333,5676,128696,2023-10-11,Delivered,40.14
19150,5928,146578,2023-08-11,Delivered,27.43
18239,7099,103032,2023-10-18,Unassigned,30.92
22919,6077,142302,2023-08-17,Unassigned,22.22
50769,6704,170012,2024-01-16,Cancelled by customer,50.74
68937,6764,118134,2023-06-19,Delivered,49.75
61072,5535,152865,2024-03-13,Delivered,24.71
46791,6132,138497,2023-10-17,Delivered,37.06
54689,6003,158140,2023-08-24,Cancelled by customer,6.81
33001,7497,129127,2023-11-07,Delivered,63.88
30432,5776,134505,2023-08-31,Delivered,39.02
47605,7192,141241,2024-02-17,Delivered,39.64
37959,7353,171744,2023-06-07,Delivered,79.95
7961,6991,179109,2024-03-16,Delivered,10.42
45399,5738,138157,2024-05-29,Cancelled by customer,21.12
14748,6233,129630,2023-06-21,Delivered,39.27
20,6486,119410,2024-04-08,Delivered,12.91
47394,6537,164508,2023-10-03,Delivered,35.52
12404,7303,102359,2024-03-12,Delivered,26.07
50942,6773,103618,2023-11-24,Delivered,27.91
67990,6721,109869,2023-08-27,Delivered,24.17
44067,5786,145061,2024-03-18,Delivered,15.07
61232,6832,167268,2023-06-25,Cancelled by customer,66.2
14552,6662,177970,2023-06-25,Cancelled by customer,22.41
12327,7170,117240,2024-02-24,Cancelled by customer,21.22
28336,6930,172865,2024-03-13,Delivered,27.76
8506,7377,111606,2023-09-15,Cancelled by customer,28.27
40365,6029,128842,2023-09-09,Delivered,32.85
12525,7207,178395,2024-04-24,Delivered,17.69
6788,5336,178157,2024-05-05,Delivered,38.51
9223,6719,128548,2024-05-24,Delivered,32.72
41276,5880,154362,2023-06-08,Cancelled by customer,71.71
44149,7012,170986,2024-04-11,Cancelled by customer,32.87
40892,7093,128813,2024-05-24,Delivered,27.97
5307,5114,104210,2024-05-22,Cancelled by customer,39.33
55148,6075,147815,2023-09-10,Cancelled by customer,19.76
31577,6964,178446,2023-11-16,Delivered,9.09
9975,5878,102928,2024-05-08,Delivered,78.11
64562,5397,134216,2023-09-01,Unassigned,29.49
21284,5177,102551,2023-11-30,Delivered,54.08
20121,5212,135102,2023-10-07,Delivered,20.32
63830,5533,169932,2024-02-16,Delivered,31.25
3135,5172,144784,2024-03-07,Delivered,19.54
64561,7290,179691,2024-04-20,Delivered,15.09
43003,5561,109262,2024-03-27,Delivered,41.01
64883,5402,114198,2024-05-27,Delivered,11.09
25569,6152,103830,2023-07-09,Delivered,25.69
66648,6863,115815,2023-09-22,Delivered,21.78
178,5599,113422,2024-01-23,Unassigned,6.23
10540,7445,117145,2023-12-23,Delivered,31.05
31994,5987,167086,2023-10-16,Delivered,25.77
