order_id,courier_id,customer_id,order_date,status,order_value,delivery_minutes,rating_given,on_time,complaint_filed
37420,6822,143984,2024-05-14,Delivered,20.91,32.4,3.0,True,False
69504,5822,130308,2023-07-25,Delivered,12.73,25.5,5.0,True,False
20669,7397,136212,2023-09-12,Delivered,35.65,30.9,5.0,True,False
24761,6397,116126,2024-01-13,Unassigned,37.51,,,False,False
16337,5293,167318,2024-04-01,Delivered,8.58,26.6,4.0,True,False
1514,7381,106825,2023-10-21,Delivered,27.06,36.6,4.0,True,False
1579,6157,175305,2024-01-10,Delivered,25.9,33.8,4.0,False,False
18474,6820,116719,2023-12-03,Delivered,20.0,31.2,3.0,True,False
5399,5936,116586,2024-05-27,Delivered,41.15,35.4,3.0,True,True
18193,7450,176700,2024-01-15,Delivered,21.43,32.3,4.0,True,False
69729,7340,120029,2023-07-19,Delivered,23.79,25.3,4.0,True,True
43747,5486,146623,2023-09-28,Delivered,6.84,26.2,5.0,False,False
52639,6813,134053,2023-11-07,Unassigned,54.4,,,False,False
41663,5250,114374,2024-01-01,Delivered,25.77,37.9,4.0,True,False
60863,7293,129828,2023-10-03,Cancelled by customer,24.03,,,False,False
26685,7482,118108,2023-08-23,Delivered,42.43,38.1,4.0,False,False
20008,7067,166007,2023-12-30,Delivered,21.39,35.5,3.0,True,False
4015,7026,118301,2023-06-18,Cancelled by customer,45.7,,,False,False
61382,6200,145229,2023-07-08,Delivered,24.87,36.6,5.0,True,False
47530,5696,128847,2023-12-03,Delivered,4.0,42.5,4.0,True,False
25887,6652,108431,2023-10-11,Delivered,30.85,38.2,3.0,True,False
69778,5282,157717,2023-09-03,Delivered,43.9,24.1,5.0,True,True
68156,6184,114507,2024-03-11,Delivered,18.51,31.3,5.0,False,False
29748,6167,159117,2023-07-14,Delivered,46.69,30.8,5.0,False,False
46306,5320,158927,2023-12-08,Delivered,27.34,38.7,5.0,True,True
65538,5405,143748,2024-01-15,Cancelled by customer,10.26,,,False,False
21901,7356,101561,2023-12-07,Cancelled by customer,35.09,,,False,False
44421,6929,117818,2024-01-10,Delivered,14.42,17.7,4.0,True,True
6076,6350,129385,2023-10-19,Delivered,33.72,52.5,5.0,True,False
35841,7361,157934,2024-03-22,Delivered,39.08,23.6,4.0,True,False
58576,7008,166673,2024-04-11,Delivered,34.23,40.4,4.0,True,False
69633,5161,138193,2023-11-12,Delivered,41.75,50.9,5.0,False,False
63438,7204,136131,2023-07-03,Cancelled by customer,7.33,,,False,False
32061,6217,144339,2023-07-20,Delivered,31.79,24.2,4.0,True,False
67882,7224,125383,2024-02-03,Delivered,20.7,19.1,5.0,True,False
60002,7201,102523,2023-12-15,Delivered,44.78,31.5,3.0,True,False
31642,7133,104949,2023-06-07,Unassigned,24.73,,,False,False
7066,5741,115448,2023-12-07,Delivered,31.82,23.6,3.0,True,False
5163,6848,169425,2024-02-01,Delivered,35.2,26.2,5.0,True,False
32600,6675,164589,2024-01-23,Cancelled by customer,27.75,,,False,False
45089,6708,135541,2023-06-13,Delivered,35.48,34.7,5.0,False,False
39674,7302,144618,2024-05-30,Delivered,22.47,15.7,4.0,True,False
1296,5093,123239,2024-04-17,Delivered,10.81,43.4,4.0,True,False
38925,5194,141244,2024-01-01,Delivered,7.8,25.8,4.0,True,False
7788,6621,107817,2023-10-23,Unassigned,18.4,,,False,False
55001,6736,121984,2023-11-20,Delivered,41.17,18.1,4.0,True,False
45677,5953,142592,2024-03-26,Delivered,40.06,33.6,4.0,True,False
56547,5427,101105,2024-04-03,Delivered,17.82,39.6,4.0,False,True
2449,5727,142950,2024-03-15,Cancelled by customer,32.02,,,False,False
55183,5530,138559,2024-03-06,Cancelled by customer,24.94,,,False,False
18393,6222,122622,2023-06-05,Delivered,25.9,37.8,5.0,False,False
9201,5285,171428,2023-08-25,Unassigned,29.71,,,False,False
32364,5899,136849,2023-11-06,Delivered,30.09,21.8,4.0,True,False
50328,5400,119400,2023-11-02,Unassigned,43.4,,,False,False
40921,7093,173192,2023-08-28,Delivered,14.49,36.4,5.0,True,False
62964,6753,138509,2023-07-11,Delivered,28.55,19.8,5.0,True,False
2621,6189,104656,2023-09-20,Delivered,13.26,36.5,4.0,True,False
48744,5101,171140,2024-02-10,Delivered,18.23,29.4,5.0,True,False
27665,6119,116906,2024-03-21,Cancelled by customer,13.78,,,False,False
13681,7467,110720,2023-09-05,Delivered,24.18,33.3,4.0,True,False
16184,5994,177053,2024-03-29,Delivered,32.34,19.5,5.0,True,False
5936,5470,167310,2023-08-18,Delivered,30.59,30.4,5.0,True,False
45161,6758,150923,2023-08-25,Delivered,43.96,31.5,4.0,False,False
44579,7019,140401,2024-05-06,Delivered,37.84,32.2,3.0,True,False
56795,6237,107138,2023-11-11,Unassigned,61.03,,,False,False
52976,7210,138802,2023-06-22,Delivered,30.29,24.4,4.0,True,False
38334,6326,149725,2023-11-13,Delivered,10.13,51.5,3.0,True,False
17473,5238,101176,2024-05-26,Unassigned,24.75,,,False,False
41946,7460,135483,2024-02-05,Cancelled by customer,29.34,,,False,False
37471,5027,143008,2023-07-11,Delivered,5.22,24.9,5.0,True,False
4200,6860,111125,2023-10-01,Cancelled by customer,22.52,,,False,False
17908,7463,125636,2024-04-26,Unassigned,57.97,,,False,False
6203,6290,111712,2024-04-25,Delivered,30.2,42.3,3.0,True,False
18647,5747,131850,2023-10-04,Delivered,21.4,45.1,4.0,False,False
48257,6397,120663,2023-10-09,Delivered,47.69,24.7,5.0,True,False
42458,5170,123368,2023-12-10,Delivered,27.94,39.9,4.0,True,False
60898,7022,113692,2023-10-16,Delivered,54.8,21.7,4.0,True,False
9038,6233,130927,2023-08-29,Cancelled by customer,47.73,,,False,False
28099,5697,126451,2023-12-22,Cancelled by customer,34.45,,,False,False
19699,6359,148673,2024-02-25,Cancelled by customer,28.46,,,False,False
34390,5764,126216,2024-05-11,Delivered,32.62,26.1,4.0,True,False
45233,7325,165283,2023-09-27,Delivered,42.01,32.5,5.0,True,False
39652,5002,137389,2024-03-31,Delivered,25.88,29.1,4.0,True,False
4735,5153,137666,2023-10-12,Delivered,25.0,37.0,5.0,True,False
20482,5412,168457,2024-05-16,Delivered,7.27,37.9,4.0,True,False
12109,5434,161191,2023-11-29,Delivered,32.34,35.4,4.0,True,False
18446,6844,145381,2024-01-19,Delivered,30.88,36.0,5.0,False,False
46577,5430,166401,2024-04-01,Delivered,33.04,18.9,4.0,True,False
53405,6845,100910,2023-08-25,Delivered,28.9,34.2,4.0,True,False
39206,7204,114783,2024-01-24,Delivered,16.87,44.9,3.0,True,False
66479,5163,160778,2024-03-24,Delivered,20.1,21.8,5.0,False,False
8199,6756,166980,2024-05-02,Delivered,7.63,32.0,4.0,True,False
64966,6861,113007,2024-03-06,Delivered,46.3,22.8,5.0,True,False
17615,6318,167143,2024-01-26,Delivered,23.07,33.5,4.0,True,False
22425,6100,178563,2023-07-21,Delivered,6.69,32.5,5.0,False,False
59337,6679,149306,2023-09-15,Delivered,41.96,38.4,3.0,True,False
55242,7287,159941,2024-01-06,Delivered,20.04,27.7,4.0,True,False
46187,5295,169451,2024-01-03,Cancelled by customer,11.0,,,False,False
62277,5972,179963,2024-04-23,Delivered,61.42,37.1,3.0,False,False
13138,5263,149126,2024-03-07,Delivered,24.57,28.6,5.0,True,False
60318,5488,129873,2023-06-29,Delivered,22.5,27.1,3.0,True,False
54188,7258,167170,2024-02-02,Delivered,9.38,20.7,5.0,False,False
61753,6112,130567,2023-10-10,Unassigned,7.96,,,False,False
2396,7005,151896,2023-07-21,Delivered,9.51,28.9,4.0,True,False
42326,5577,167312,2024-05-11,Delivered,23.53,34.5,5.0,True,False
260,5163,179150,2024-03-10,Delivered,22.12,26.1,5.0,False,False
44992,5631,163645,2023-12-28,Delivered,11.44,28.6,4.0,False,False
21873,6307,148035,2023-12-06,Delivered,33.13,23.2,4.0,True,False
49307,6413,156891,2023-08-07,Delivered,47.6,57.7,2.0,True,False
17092,5056,146397,2024-04-29,Delivered,38.81,30.5,5.0,True,False
1239,6199,112605,2024-01-26,Delivered,43.83,35.5,5.0,True,False
13085,7288,144213,2024-04-29,Delivered,27.65,34.7,4.0,True,False
31581,5851,169716,2023-09-30,Delivered,32.75,34.9,4.0,True,False
61983,7150,156631,2023-07-14,Delivered,9.05,29.3,4.0,True,False
7165,5851,155297,2024-01-14,Delivered,28.85,32.4,2.0,True,False
22040,5302,165330,2023-09-22,Delivered,13.96,43.2,5.0,True,False
9517,5517,169079,2023-11-19,Unassigned,28.52,,,False,False
46214,5655,118975,2023-09-26,Delivered,60.13,28.1,3.0,True,False
35384,6579,105679,2024-05-25,Delivered,18.0,38.8,4.0,False,False
51365,6870,145886,2024-01-01,Delivered,13.9,28.2,5.0,True,False
58957,6316,124344,2023-11-09,Delivered,33.21,20.5,4.0,True,False
33771,5994,138277,2024-03-14,Cancelled by customer,10.5,,,False,False
3929,6117,151244,2023-07-12,Cancelled by customer,57.78,,,False,False
39219,5622,123471,2023-06-04,Delivered,50.99,28.1,5.0,True,False
38599,7022,101933,2024-04-11,Delivered,31.51,33.6,5.0,True,False
14923,6100,109175,2024-02-03,Delivered,25.32,31.5,3.0,True,False
3944,7243,145520,2023-11-01,Delivered,29.03,30.6,4.0,False,False
50988,5962,138511,2023-09-26,Delivered,16.72,28.4,4.0,True,False
40908,5779,140672,2023-07-22,Delivered,26.51,28.7,5.0,True,False
65876,6078,137689,2024-03-30,Delivered,6.24,28.0,5.0,True,False
13029,6361,119103,2023-11-09,Delivered,26.56,22.1,4.0,True,False
9181,7180,154154,2023-11-20,Delivered,34.52,43.6,4.0,True,False
25747,6939,129553,2024-03-15,Delivered,22.19,41.3,4.0,True,True
13402,5945,127764,2023-11-04,Delivered,89.04,32.6,4.0,True,False
39977,6947,112188,2023-10-02,Delivered,21.74,13.5,4.0,True,False
60932,5324,178304,2023-12-29,Delivered,26.17,35.2,5.0,True,False
56718,5093,118960,2024-02-06,Delivered,21.97,36.7,3.0,True,False
12487,6985,170886,2023-10-09,Delivered,9.79,24.7,3.0,False,False
67621,5663,140053,2024-04-13,Delivered,15.9,35.0,3.0,True,False
9673,6687,159151,2023-09-16,Delivered,23.95,34.0,4.0,True,False
49710,6751,143717,2023-11-25,Delivered,38.6,34.5,4.0,True,False
9679,5101,161173,2024-02-04,Delivered,27.72,30.0,4.0,False,False
57275,5700,166911,2023-08-18,Delivered,23.36,26.1,4.0,True,False
5311,6143,110916,2024-04-10,Delivered,45.71,36.7,5.0,True,False
48592,6302,115808,2023-06-20,Delivered,53.28,39.4,3.0,True,False
22186,5154,136247,2023-06-18,Delivered,34.94,28.6,5.0,True,False
63441,6831,138126,2023-08-09,Delivered,44.42,40.6,4.0,True,False
39267,7201,114616,2023-06-11,Delivered,14.92,56.8,3.0,True,True
34697,6457,125456,2024-04-26,Unassigned,37.85,,,False,False
28459,6283,130136,2024-02-05,Delivered,41.61,36.2,4.0,True,False
6711,7285,110614,2023-07-19,Delivered,32.05,32.6,5.0,False,False
27380,6633,137724,2023-10-20,Delivered,14.76,43.8,4.0,True,True
60978,5533,126008,2024-04-07,Cancelled by customer,25.96,,,False,False
50203,5489,150643,2023-09-21,Delivered,24.6,29.8,5.0,True,False
44922,6511,158857,2023-06-06,Cancelled by customer,23.82,,,False,False
28905,6534,144940,2024-05-21,Delivered,32.76,35.1,5.0,True,False
12401,6478,116318,2023-08-07,Delivered,35.47,31.4,5.0,True,False
13159,7079,146158,2024-03-11,Delivered,56.33,18.6,5.0,True,False
69876,6973,100846,2023-10-29,Delivered,29.35,32.1,5.0,True,False
30159,6771,158213,2023-07-02,Delivered,32.88,26.0,5.0,True,False
7243,6787,115999,2023-09-16,Delivered,23.68,19.1,5.0,True,False
54526,6111,172128,2024-03-06,Delivered,25.25,29.8,5.0,True,False
55067,6361,169417,2023-06-03,Delivered,24.14,34.3,4.0,True,False
40671,7247,138832,2024-04-17,Delivered,35.01,27.7,3.0,True,False
21332,6116,149370,2023-11-05,Delivered,36.26,40.5,3.0,True,False
63582,5857,178732,2024-03-23,Delivered,7.48,34.7,5.0,True,False
31307,5262,107546,2023-09-01,Delivered,39.68,26.1,4.0,False,False
67893,7327,140940,2023-12-16,Delivered,34.88,23.3,5.0,True,False
5119,5411,106120,2024-04-21,Delivered,25.31,40.8,4.0,False,False
38874,5493,113023,2024-03-03,Delivered,30.47,41.5,4.0,True,False
14783,5520,163795,2024-04-10,Delivered,73.55,19.9,3.0,True,False
24691,5050,130599,2023-08-18,Delivered,31.34,20.4,5.0,True,False
58334,5184,120516,2024-02-07,Delivered,51.95,35.6,4.0,True,False
32207,6280,162099,2023-10-11,Delivered,43.18,33.9,4.0,True,True
579,6841,109945,2023-12-07,Delivered,52.45,32.5,3.0,True,True
54423,7063,117992,2024-04-29,Delivered,19.07,34.7,4.0,False,False
66948,6765,130765,2023-09-23,Delivered,30.64,51.3,4.0,True,False
45913,6530,103104,2023-07-11,Delivered,44.17,36.2,4.0,True,False
54903,6020,152925,2023-10-02,Delivered,55.59,31.8,5.0,True,False
54493,5123,172441,2023-10-26,Delivered,20.29,39.2,3.0,True,False
21177,5960,106952,2024-05-12,Delivered,21.26,43.8,4.0,True,True
13572,5540,113024,2024-04-30,Delivered,33.26,26.2,5.0,True,False
28570,6216,148824,2023-06-17,Delivered,27.68,29.8,4.0,True,False
19824,6640,128379,2024-05-14,Delivered,46.1,24.9,5.0,True,False
64726,5391,104792,2024-04-04,Delivered,24.73,39.3,4.0,True,False
58759,5223,120830,2024-04-15,Delivered,14.14,30.7,4.0,True,False
14861,5574,124588,2023-07-09,Delivered,17.29,31.2,5.0,True,False
14439,6446,128968,2023-11-22,Delivered,29.21,52.2,3.0,True,False
52062,6068,126279,2023-10-15,Delivered,31.74,28.9,5.0,True,False
3951,5692,113809,2024-05-11,Delivered,32.89,26.8,5.0,True,False
5781,5337,101472,2023-10-16,Delivered,16.39,45.7,4.0,True,False
15163,5060,121454,2023-12-19,Delivered,18.61,52.3,5.0,True,False
49147,5210,131853,2023-06-27,Delivered,35.05,41.8,3.0,True,False
38358,5989,145527,2024-01-18,Delivered,79.26,34.6,3.0,False,True
25856,5935,152802,2023-06-04,Delivered,25.51,23.9,5.0,True,False
45419,5231,120573,2023-06-08,Delivered,4.0,34.0,4.0,True,False
4628,6676,128576,2023-09-27,Delivered,50.15,26.0,5.0,False,False
46733,6803,160511,2023-11-02,Unassigned,29.48,,,False,False
19322,5668,102280,2024-03-21,Delivered,12.69,28.2,5.0,True,False
12852,6410,158103,2023-08-13,Delivered,20.62,32.4,3.0,True,False
2311,5851,144985,2023-11-30,Delivered,21.67,41.9,3.0,True,False
57352,5144,107009,2024-03-04,Delivered,40.18,49.2,4.0,True,False
34159,5847,151973,2024-01-19,Delivered,32.18,41.3,4.0,True,False
52819,7071,137242,2023-07-25,Delivered,32.72,28.0,4.0,True,False
34182,7417,143565,2023-10-12,Delivered,20.49,27.0,4.0,False,False
1184,5590,115870,2024-02-11,Unassigned,20.67,,,False,False
5769,6574,128989,2023-12-08,Delivered,31.92,32.1,5.0,False,False
8768,5681,173896,2024-01-14,Delivered,23.75,40.5,5.0,True,False
9080,5831,109760,2023-09-10,Delivered,46.48,23.0,5.0,True,False
34592,7079,118491,2023-08-12,Delivered,25.41,34.0,4.0,True,False
66516,6355,139662,2023-10-16,Delivered,18.02,38.5,5.0,True,False
38884,5175,108024,2023-09-07,Delivered,52.06,41.4,4.0,True,False
55022,7325,124646,2023-06-27,Delivered,31.75,35.8,5.0,True,False
2287,6366,150099,2023-06-11,Delivered,34.76,29.1,5.0,True,False
25981,6896,131535,2023-12-12,Unassigned,53.17,,,False,False
38262,6824,149458,2023-11-14,Delivered,25.74,37.1,4.0,True,False
27541,6379,173030,2024-01-17,Delivered,47.27,34.5,4.0,True,False
66034,5314,176261,2023-09-27,Delivered,42.77,41.6,3.0,True,False
29425,6617,115618,2023-11-13,Delivered,36.08,38.3,3.0,False,True
20637,6385,117504,2024-03-16,Unassigned,41.47,,,False,False
68039,5850,142915,2023-08-01,Cancelled by customer,40.07,,,False,False
29932,5872,119312,2024-05-28,Delivered,26.08,40.7,5.0,True,False
34907,6227,137325,2024-04-21,Delivered,15.88,30.2,5.0,True,False
68536,6129,116678,2024-02-02,Delivered,19.75,37.1,4.0,False,False
8351,5952,163964,2023-10-09,Delivered,26.18,39.0,4.0,True,False
52695,6719,130187,2024-04-03,Delivered,60.93,36.7,3.0,True,False
8386,5048,164301,2024-02-19,Cancelled by customer,26.08,,,False,False
13445,5366,113082,2023-10-04,Delivered,22.2,41.7,4.0,True,False
6826,7273,163779,2024-02-18,Delivered,24.97,22.3,4.0,False,False
4322,6137,179615,2023-09-15,Delivered,21.32,35.8,5.0,True,False
23310,6603,138807,2023-10-08,Delivered,46.42,30.0,4.0,True,False
31481,7190,124353,2024-03-08,Delivered,22.77,37.9,5.0,False,False
63802,6795,117277,2023-07-16,Delivered,8.96,16.3,3.0,True,False
15343,5850,138437,2024-01-17,Unassigned,66.93,,,False,False
62634,5345,160103,2023-09-20,Delivered,29.34,31.9,4.0,True,False
5110,5813,128148,2024-01-27,Delivered,18.92,35.5,5.0,False,False
36920,6225,160220,2023-06-12,Delivered,33.04,34.2,4.0,True,False
54617,6502,178643,2024-04-08,Unassigned,16.67,,,False,False
493,5131,107271,2023-08-11,Delivered,48.79,39.5,4.0,False,False
50133,5364,136200,2024-03-05,Unassigned,35.51,,,False,False
14345,7374,118527,2023-08-21,Delivered,18.9,39.4,3.0,True,True
29497,6451,110529,2023-06-04,Delivered,11.09,24.8,5.0,True,False
35714,6539,176696,2024-06-01,Delivered,47.81,41.6,3.0,True,False
1616,7354,106910,2024-01-20,Unassigned,74.68,,,False,False
7969,7360,122520,2023-07-12,Delivered,4.0,47.3,5.0,True,False
22794,5357,135475,2023-11-25,Delivered,6.11,35.0,4.0,True,False
68933,5550,139850,2024-04-30,Delivered,48.22,32.9,5.0,True,True
13573,7138,177837,2023-11-11,Delivered,70.43,44.5,4.0,True,False
50873,7479,131032,2023-09-20,Delivered,32.75,42.4,3.0,True,False
8779,6397,165494,2023-06-04,Delivered,22.73,32.9,4.0,False,False
9045,6233,119922,2024-02-14,Delivered,30.99,42.8,3.0,True,False
1807,5104,162730,2024-02-25,Delivered,43.22,20.1,5.0,True,False
9078,7100,127960,2023-09-30,Delivered,38.3,33.9,5.0,False,False
42925,6675,170998,2023-07-24,Delivered,12.98,36.3,4.0,False,False
40870,5800,154622,2023-10-25,Delivered,42.02,31.9,4.0,True,False
47848,6407,111583,2024-03-19,Delivered,35.01,29.9,3.0,True,True
60679,5399,128556,2023-09-15,Delivered,23.31,30.4,3.0,True,False
42930,6328,142521,2023-08-12,Delivered,38.14,19.0,5.0,False,False
18934,5745,116356,2023-09-26,Cancelled by customer,18.61,,,False,False
29123,7474,156122,2024-01-28,Delivered,50.07,41.7,3.0,True,True
40370,6246,142730,2023-11-21,Delivered,39.39,19.1,5.0,True,False
52064,5564,152575,2024-05-27,Delivered,13.89,28.2,3.0,True,False
66640,5560,121105,2023-12-17,Delivered,17.64,37.3,4.0,True,False
15073,6911,163938,2024-04-14,Delivered,29.51,32.8,5.0,True,False
56889,7419,146956,2023-10-23,Cancelled by customer,13.87,,,False,False
28754,7109,109610,2023-11-09,Cancelled by customer,7.25,,,False,False
40893,5549,151135,2023-06-20,Delivered,16.62,42.8,3.0,True,False
40726,5534,127365,2024-04-29,Delivered,13.36,29.6,5.0,True,False
54909,6405,170302,2023-07-09,Delivered,12.16,36.5,4.0,True,False
29174,5544,124821,2023-09-04,Delivered,59.95,24.5,4.0,True,False
60238,6796,102171,2024-01-04,Cancelled by customer,7.81,,,False,False
61206,6141,163956,2023-07-24,Delivered,30.68,33.3,5.0,True,False
13738,6090,158135,2023-08-15,Cancelled by customer,15.47,,,False,False
55640,5469,117225,2023-06-26,Delivered,36.0,23.3,3.0,True,False
22577,6559,107915,2024-03-28,Delivered,26.75,22.9,5.0,True,False
38257,7453,111976,2024-04-19,Delivered,11.57,15.4,5.0,True,False
37507,5248,115431,2024-04-23,Delivered,40.51,28.6,5.0,True,False
53648,7118,155510,2024-02-21,Delivered,21.57,28.7,4.0,True,False
32440,5097,160317,2024-04-14,Delivered,18.57,31.3,4.0,False,False
31554,6373,125112,2024-04-06,Delivered,16.97,30.3,5.0,False,True
35025,6483,111992,2023-12-30,Unassigned,44.74,,,False,False
38743,6865,108501,2023-10-17,Delivered,47.45,41.2,4.0,False,False
65336,6159,170974,2023-10-28,Delivered,40.86,18.0,3.0,True,False
60968,6635,158954,2023-11-21,Delivered,10.68,42.1,3.0,True,True
1502,5854,104164,2023-11-19,Delivered,22.72,27.4,3.0,True,False
37583,6034,136479,2023-07-14,Delivered,17.73,40.7,4.0,True,False
64225,7019,173437,2023-06-12,Delivered,22.48,33.3,4.0,True,False
8876,6525,156389,2023-11-30,Delivered,9.46,42.6,4.0,True,False
10538,5492,134759,2024-05-11,Delivered,29.85,25.3,5.0,True,False
7002,6995,153594,2024-03-26,Delivered,29.56,42.4,4.0,True,False
68649,6807,149817,2024-05-22,Cancelled by customer,15.72,,,False,False
13400,6419,164948,2024-05-02,Delivered,51.95,32.8,5.0,True,False
25133,6959,114547,2023-12-18,Delivered,46.07,32.4,5.0,True,True
25471,5437,121515,2024-04-15,Delivered,27.4,32.5,4.0,True,False
27558,5357,166332,2023-08-28,Delivered,63.65,43.2,5.0,True,True
66686,6148,124136,2024-03-09,Delivered,33.67,32.4,3.0,True,False
5612,7180,135597,2023-09-05,Unassigned,38.1,,,False,False
1245,6298,100652,2023-08-29,Delivered,71.27,18.9,4.0,True,False
32490,7356,160534,2024-05-29,Delivered,38.95,49.1,4.0,True,False
15326,5275,102199,2023-08-24,Delivered,26.38,37.6,4.0,False,False
42303,6159,132215,2023-10-01,Delivered,28.57,30.6,5.0,True,False
40698,5430,157963,2023-11-02,Delivered,23.84,35.8,5.0,True,False
19497,7289,175759,2023-08-01,Delivered,10.87,38.3,4.0,True,False
10405,7214,114522,2024-04-11,Delivered,55.84,31.2,4.0,True,False
68470,5279,164103,2023-11-15,Delivered,6.84,42.1,5.0,True,False
50628,6656,134979,2023-07-27,Unassigned,30.37,,,False,False
23968,5727,161847,2023-07-13,Delivered,35.72,33.4,5.0,True,False
61497,7262,178458,2024-05-15,Delivered,26.2,40.9,5.0,True,False
47914,6996,100896,2023-09-16,Unassigned,22.77,,,False,False
15620,5938,176350,2023-07-10,Delivered,32.4,22.3,5.0,True,False
16539,5226,145492,2023-10-12,Delivered,26.79,23.8,5.0,True,False
13540,5210,166149,2024-04-23,Delivered,13.16,25.3,3.0,True,False
42467,5785,124927,2023-06-07,Delivered,34.72,31.6,3.0,True,False
63114,6987,113115,2023-10-07,Cancelled by customer,27.34,,,False,False
27702,6601,159652,2023-06-23,Cancelled by customer,25.96,,,False,False
9863,6026,116446,2024-01-30,Delivered,20.91,34.7,5.0,True,False
56270,7153,175864,2023-08-09,Delivered,44.53,39.2,5.0,False,False
23760,5875,121210,2023-07-06,Delivered,12.1,33.8,4.0,False,False
41489,5458,157748,2023-11-18,Delivered,14.67,32.3,4.0,True,False
62814,7272,136364,2024-05-10,Delivered,27.64,31.9,3.0,False,False
35415,5127,109939,2023-10-20,Delivered,31.85,42.1,3.0,False,False
69840,6159,173198,2024-05-21,Delivered,17.62,34.8,5.0,False,False
32354,5815,164710,2024-02-28,Delivered,36.81,33.5,4.0,False,False
27409,6450,169168,2023-11-02,Delivered,15.77,29.8,5.0,True,False
10813,7467,119824,2023-12-02,Delivered,15.91,30.8,4.0,True,False
25223,5280,109325,2023-08-06,Delivered,31.44,41.8,3.0,True,False
51254,7417,157579,2023-10-20,Unassigned,35.19,,,False,False
61652,7456,125404,2024-04-12,Delivered,12.06,42.7,3.0,True,False
45887,7189,156715,2023-06-18,Delivered,44.11,22.4,5.0,True,False
53972,7484,173208,2024-01-19,Delivered,44.53,30.5,4.0,True,False
43754,6671,160811,2024-01-09,Delivered,20.76,27.8,4.0,True,False
68589,7130,124132,2023-09-15,Delivered,32.89,45.5,4.0,False,False
53075,6843,121566,2024-03-25,Delivered,38.82,39.9,4.0,True,False
43358,6551,122408,2023-08-17,Delivered,44.28,27.6,5.0,True,False
67145,5449,132198,2024-01-16,Delivered,32.77,36.4,4.0,True,False
47108,7014,138494,2023-08-29,Delivered,43.89,31.7,4.0,False,False
