order_id,courier_id,customer_id,order_date,status,order_value,delivery_minutes,rating_given,on_time,complaint_filed
59721,6815,110449,2023-07-12,Delivered,16.92,26.0,5.0,True,False
34937,6038,163669,2023-10-04,Unassigned,41.45,,,False,False
45417,7036,120115,2023-09-24,Delivered,24.72,32.2,2.0,True,False
29013,6372,177587,2023-11-29,Delivered,24.2,33.4,5.0,True,False
30084,6170,153567,2023-12-04,Delivered,8.02,30.1,4.0,True,False
53769,7121,169478,2024-03-15,Unassigned,37.2,,,False,False
30753,5668,127615,2024-03-14,Delivered,32.05,17.0,5.0,True,False
52888,6825,110462,2023-12-12,Delivered,27.13,31.0,3.0,True,False
44039,6021,101411,2024-05-01,Delivered,39.89,32.7,5.0,True,False
49850,6617,161273,2023-12-01,Delivered,16.3,31.0,4.0,True,False
1019,7420,123714,2024-01-29,Delivered,33.85,23.2,5.0,True,False
41109,5908,168826,2024-04-02,Delivered,34.6,33.4,3.0,False,False
25239,6920,119033,2023-11-25,Delivered,38.17,38.9,5.0,True,False
31831,5792,174276,2024-05-19,Delivered,35.17,38.9,3.0,True,False
26244,5385,102623,2023-09-15,Delivered,33.61,28.8,4.0,False,True
24811,7379,163711,2023-09-08,Delivered,16.71,32.9,4.0,True,False
10469,5219,119538,2023-10-25,Cancelled by customer,19.4,,,False,False
37665,6063,124672,2023-12-15,Delivered,34.82,52.7,3.0,False,False
26034,7298,106364,2024-05-21,Delivered,18.67,34.8,4.0,True,False
64558,6688,164341,2024-02-20,Cancelled by customer,28.68,,,False,False
36640,6258,166747,2023-10-23,Delivered,67.91,39.5,4.0,True,True
23059,5604,119095,2024-03-08,Delivered,43.42,33.9,4.0,True,False
37611,7043,111038,2024-01-28,Delivered,62.29,40.0,2.0,False,False
20641,5330,103522,2023-11-04,Delivered,30.08,45.1,4.0,True,False
46087,7272,146522,2023-08-18,Delivered,15.8,30.2,4.0,True,False
5581,7014,149450,2023-06-28,Delivered,34.53,46.7,4.0,False,False
384,6565,162241,2023-06-22,Delivered,36.54,34.4,3.0,True,True
25865,6287,169176,2024-04-20,Delivered,29.52,25.4,4.0,True,False
47880,5989,124964,2023-10-08,Delivered,18.41,25.0,4.0,False,False
64812,6436,169378,2023-11-02,Delivered,33.48,39.6,3.0,False,False
44533,6409,121306,2023-07-04,Delivered,31.89,35.3,5.0,True,False
14594,6407,125695,2023-12-18,Delivered,24.27,33.1,5.0,True,False
13640,7192,123322,2023-06-21,Delivered,49.0,28.1,5.0,True,False
35390,6182,164175,2023-11-07,Delivered,30.31,25.3,5.0,True,False
63910,6533,165655,2024-01-30,Delivered,33.3,31.8,3.0,True,False
61110,6030,135135,2023-12-26,Cancelled by customer,24.95,,,False,False
7444,5679,150848,2024-02-01,Delivered,40.67,31.6,5.0,True,False
6811,6415,111684,2023-09-04,Delivered,58.65,40.6,5.0,True,False
46348,6210,146086,2023-10-23,Delivered,46.73,33.2,2.0,True,False
50318,6420,108344,2023-08-26,Delivered,15.4,28.3,4.0,True,False
66072,5924,166820,2023-11-25,Delivered,30.18,24.5,5.0,True,False
65877,6039,161395,2023-06-06,Cancelled by customer,35.27,,,False,False
61278,7026,123861,2023-07-06,Delivered,58.38,23.0,5.0,True,False
15101,6822,144894,2023-06-25,Unassigned,31.92,,,False,False
31188,6433,121346,2023-09-20,Delivered,22.6,30.9,3.0,True,False
22006,5645,130783,2023-08-23,Delivered,30.9,42.0,5.0,True,False
57628,5948,108908,2024-03-11,Delivered,11.8,26.7,5.0,True,False
57782,7053,140704,2024-05-14,Delivered,23.36,31.1,5.0,True,False
17279,7451,154384,2023-07-27,Delivered,15.8,35.1,4.0,False,False
20059,6364,119862,2023-10-29,Delivered,26.79,43.9,4.0,True,False
5210,5799,173950,2023-08-08,Cancelled by customer,37.35,,,False,False
32410,7407,151788,2024-02-14,Unassigned,60.49,,,False,False
24400,6182,131749,2023-10-17,Delivered,13.53,32.8,5.0,True,False
25187,7140,134766,2023-10-24,Delivered,54.93,34.1,5.0,True,False
39511,6844,102943,2023-07-23,Delivered,68.14,33.5,4.0,True,False
57025,6550,109443,2023-09-17,Delivered,51.96,31.7,4.0,True,False
37528,7295,127652,2023-11-13,Delivered,18.72,27.8,5.0,False,False
67742,6446,135688,2023-06-17,Delivered,42.15,35.3,2.0,True,False
56529,5483,117006,2023-09-28,Delivered,26.18,31.5,5.0,True,False
50517,6409,134151,2024-04-30,Delivered,21.43,45.1,4.0,True,False
19264,7127,103961,2024-03-01,Cancelled by customer,28.76,,,False,False
39801,5524,135334,2023-08-31,Delivered,35.29,28.1,5.0,True,False
18397,6940,104633,2023-09-22,Delivered,11.61,36.1,3.0,False,False
39466,6343,175429,2023-10-17,Unassigned,47.14,,,False,False
40210,5801,105421,2023-08-24,Delivered,34.31,30.6,3.0,False,False
46431,5965,117428,2024-04-14,Delivered,7.4,25.9,5.0,True,False
62330,7217,110260,2024-04-04,Delivered,19.57,48.6,4.0,True,False
13001,6240,150292,2024-02-04,Delivered,18.5,32.9,3.0,False,True
65054,7384,139255,2023-09-21,Delivered,23.47,35.4,4.0,True,False
9130,5781,117656,2024-01-13,Delivered,22.73,31.9,5.0,True,False
58582,6386,114953,2024-01-27,Delivered,37.03,33.0,3.0,True,False
17086,6112,141398,2023-12-02,Delivered,16.25,42.3,5.0,True,False
13408,5488,125087,2024-04-06,Delivered,12.43,32.3,4.0,False,False
4382,5342,153206,2023-07-21,Delivered,17.6,25.6,4.0,True,False
26651,6107,157984,2023-07-23,Delivered,51.36,35.7,5.0,True,False
35293,6722,131490,2023-12-31,Delivered,56.41,34.4,2.0,True,False
67677,6701,161308,2023-11-13,Delivered,12.99,26.6,4.0,True,False
66860,5681,159086,2023-12-05,Delivered,38.4,32.2,4.0,True,False
35060,6710,176925,2024-01-01,Cancelled by customer,46.72,,,False,False
47195,6722,100608,2023-10-13,Delivered,33.78,29.1,4.0,False,True
17922,7380,111036,2023-12-09,Cancelled by customer,43.25,,,False,False
42076,7097,175469,2023-08-15,Delivered,34.48,27.4,4.0,True,False
61194,5851,117591,2023-08-18,Delivered,51.49,57.4,4.0,True,False
16424,7017,124200,2024-05-14,Delivered,31.89,38.2,5.0,False,False
3557,5012,167285,2023-09-03,Delivered,12.85,30.5,5.0,True,False
43745,6336,153617,2023-09-22,Delivered,60.18,24.8,5.0,True,False
63413,5870,102819,2024-03-26,Delivered,64.79,27.7,5.0,True,False
50220,6959,137315,2023-09-04,Unassigned,25.84,,,False,False
42533,5320,152730,2024-02-26,Delivered,43.23,31.0,5.0,True,False
40703,5819,131979,2023-10-11,Cancelled by customer,27.32,,,False,False
6090,7401,139844,2024-05-22,Delivered,24.27,27.0,4.0,True,False
45421,6185,138865,2023-10-03,Delivered,27.67,32.2,4.0,True,False
15370,6275,159615,2023-09-26,Delivered,38.33,38.3,4.0,True,False
16466,7093,152404,2024-01-31,Delivered,20.93,33.2,5.0,True,False
39628,6394,176130,2023-12-12,Delivered,36.68,15.5,5.0,True,False
21054,6254,135135,2023-07-31,Delivered,32.8,20.5,5.0,True,False
45904,5109,123555,2023-10-15,Delivered,44.7,23.3,5.0,False,False
61954,6914,131159,2024-04-21,Delivered,14.75,25.4,4.0,True,False
58520,7130,106798,2023-11-23,Cancelled by customer,16.19,,,False,False
33023,6548,167327,2024-01-31,Delivered,9.11,55.2,5.0,True,False
8268,7309,172816,2024-04-23,Delivered,22.7,34.6,4.0,True,False
2238,5674,111616,2023-08-21,Delivered,25.87,48.7,5.0,True,False
61872,6883,154653,2024-03-30,Delivered,40.05,31.1,4.0,True,False
7050,7372,117084,2023-06-10,Delivered,18.11,31.2,4.0,True,False
44642,5350,112934,2024-01-14,Cancelled by customer,26.69,,,False,False
14870,6441,144845,2023-12-11,Delivered,29.83,25.2,3.0,False,False
44236,5112,147896,2023-09-02,Unassigned,20.71,,,False,False
33698,7113,138438,2024-03-22,Delivered,18.56,29.6,5.0,True,False
3531,6067,135666,2024-05-26,Delivered,13.86,26.4,5.0,True,False
413,7253,161254,2024-01-09,Unassigned,38.11,,,False,False
37699,5087,105250,2023-11-27,Delivered,18.53,30.5,5.0,True,False
3492,7289,105107,2024-03-22,Delivered,27.24,24.8,5.0,True,False
28354,5968,134304,2023-11-04,Delivered,20.19,34.8,4.0,False,False
5754,6078,175389,2023-08-23,Delivered,26.37,35.1,5.0,True,False
6780,6976,132767,2023-07-03,Delivered,26.27,27.9,5.0,True,False
49195,5178,171713,2023-12-16,Delivered,20.01,34.1,4.0,True,False
33124,7285,137644,2023-12-02,Delivered,55.85,38.5,5.0,True,False
4468,7288,152410,2024-05-01,Delivered,55.61,33.1,5.0,True,False
25563,5855,106008,2024-02-29,Delivered,27.96,32.2,5.0,True,False
4646,5182,117507,2023-07-02,Delivered,26.88,40.6,5.0,True,False
44977,7123,157153,2024-05-10,Delivered,53.27,41.6,3.0,True,False
58359,7463,110713,2023-10-01,Cancelled by customer,20.28,,,False,False
30847,6209,111339,2024-01-03,Delivered,25.86,34.2,4.0,True,False
5575,5751,121659,2024-05-29,Delivered,58.07,41.3,4.0,False,False
9305,5593,117038,2023-09-07,Delivered,23.43,17.6,4.0,True,False
9428,6095,102709,2023-12-07,Delivered,25.38,29.7,4.0,False,False
37929,6003,107176,2024-04-14,Cancelled by customer,12.7,,,False,False
8767,5239,112499,2023-07-13,Delivered,18.67,41.7,5.0,True,False
54754,7042,129435,2023-12-22,Delivered,13.74,31.8,4.0,True,False
13935,5919,105048,2023-11-14,Cancelled by customer,28.68,,,False,False
50602,5725,174744,2023-12-22,Cancelled by customer,41.6,,,False,False
3855,5481,110067,2023-07-18,Cancelled by customer,23.56,,,False,False
39860,7081,113912,2023-07-20,Delivered,34.89,40.3,5.0,False,False
65871,7413,167280,2023-10-19,Delivered,44.0,36.6,4.0,True,False
45229,6350,123829,2024-02-07,Unassigned,4.0,,,False,False
61623,5925,174414,2024-05-11,Delivered,50.8,37.2,3.0,False,False
67745,5641,162225,2023-08-11,Delivered,28.84,32.0,5.0,True,False
53439,7249,159607,2023-12-20,Delivered,13.9,22.0,4.0,False,False
47744,6093,160638,2023-10-22,Delivered,62.95,39.4,4.0,False,False
53035,5390,152169,2023-06-22,Delivered,22.76,44.0,5.0,True,False
68740,6052,173194,2024-05-27,Delivered,77.56,36.1,5.0,True,False
57331,5351,118431,2023-07-17,Cancelled by customer,91.85,,,False,False
5354,6503,142442,2023-08-30,Delivered,66.89,21.5,5.0,True,False
12947,5708,101057,2024-05-16,Unassigned,35.37,,,False,False
44807,5136,139947,2023-09-18,Cancelled by customer,16.52,,,False,False
37120,5196,154860,2023-08-09,Cancelled by customer,51.96,,,False,False
30043,6431,128067,2023-11-02,Delivered,29.35,41.2,4.0,True,False
20825,6613,124315,2024-02-24,Delivered,30.94,29.5,4.0,True,False
32670,6818,132105,2023-12-19,Delivered,37.75,30.7,5.0,True,False
16937,6902,111171,2023-06-04,Delivered,33.41,45.7,4.0,True,False
17197,7019,112190,2023-10-12,Delivered,20.16,32.0,5.0,True,False
65537,6764,107221,2024-01-04,Delivered,54.14,31.2,5.0,True,False
67835,7161,141012,2023-12-02,Cancelled by customer,28.32,,,False,False
52724,5229,135462,2023-07-22,Unassigned,32.47,,,False,False
32464,6276,120853,2023-08-09,Delivered,59.12,43.5,4.0,True,False
31190,5884,103312,2024-02-21,Delivered,26.95,28.7,3.0,True,False
67865,5111,170378,2024-03-22,Delivered,10.31,33.1,4.0,True,False
58812,6348,127587,2024-03-11,Delivered,11.78,36.3,3.0,False,False
38278,5226,106085,2023-11-26,Delivered,20.52,31.2,5.0,True,False
64551,6065,118986,2023-10-20,Delivered,17.39,31.5,5.0,False,False
15673,5825,149991,2024-03-07,Cancelled by customer,38.83,,,False,False
43547,6314,116689,2023-08-03,Delivered,19.37,26.1,5.0,False,False
16137,6728,114863,2024-04-28,Delivered,48.66,32.4,4.0,True,False
46964,5704,155298,2023-12-13,Delivered,37.94,42.9,4.0,True,False
33125,5591,168412,2023-08-17,Delivered,36.72,23.5,4.0,True,False
10113,6686,104907,2023-06-28,Delivered,12.21,37.0,4.0,True,False
34626,5751,126824,2023-09-02,Delivered,10.61,27.0,5.0,True,False
64479,6629,105627,2024-02-14,Delivered,40.86,31.6,5.0,True,False
65411,5582,150006,2023-11-10,Unassigned,31.37,,,False,False
43649,5639,165781,2023-09-18,Cancelled by customer,12.13,,,False,False
16374,5979,148642,2024-04-20,Delivered,16.71,20.2,5.0,True,False
37386,5300,122193,2023-09-15,Delivered,14.77,21.0,4.0,False,False
66697,5010,143139,2024-02-09,Delivered,15.04,34.6,5.0,True,False
24729,6696,174703,2023-09-14,Delivered,24.4,28.2,3.0,True,False
21577,6027,123120,2024-04-06,Unassigned,37.21,,,False,False
45526,6566,119381,2024-01-18,Delivered,36.76,36.4,4.0,False,False
69444,5802,161220,2023-08-24,Delivered,43.29,26.9,5.0,True,False
55962,6542,165187,2023-12-04,Delivered,32.3,29.9,4.0,True,False
40702,5265,154019,2023-10-14,Delivered,22.95,32.2,4.0,True,False
58022,6322,125162,2023-06-14,Delivered,17.72,42.2,4.0,True,False
11556,5701,145838,2024-04-22,Delivered,25.34,28.2,5.0,True,False
47339,7027,164788,2024-03-07,Delivered,36.25,41.2,4.0,True,False
33183,5053,128258,2024-01-09,Delivered,18.0,37.9,4.0,True,False
50384,6420,113610,2024-03-01,Delivered,15.62,26.4,5.0,True,False
49036,5948,164819,2023-10-14,Delivered,21.89,18.2,5.0,True,False
61073,6385,169829,2023-11-01,Delivered,20.06,35.5,5.0,True,False
44822,5224,116584,2023-12-11,Delivered,8.81,26.1,4.0,True,False
25818,6208,163254,2023-11-15,Unassigned,12.74,,,False,False
17869,6970,135199,2024-02-26,Delivered,56.15,16.7,5.0,True,False
63478,7435,106209,2024-05-13,Cancelled by customer,18.35,,,False,False
228,6332,111609,2023-09-04,Cancelled by customer,34.76,,,False,False
64505,5265,122012,2024-05-07,Delivered,52.13,46.6,3.0,False,False
50908,5969,135251,2023-09-12,Delivered,36.58,25.7,3.0,True,False
48250,6204,138157,2024-03-05,Unassigned,9.48,,,False,False
68968,5996,168244,2024-01-12,Delivered,23.07,22.3,5.0,True,False
17896,5365,124361,2024-05-31,Cancelled by customer,63.23,,,False,False
39365,6418,108422,2023-09-25,Delivered,25.94,52.1,4.0,True,False
14394,6991,111097,2023-07-02,Delivered,23.23,30.7,4.0,True,False
69276,5047,162195,2023-09-26,Unassigned,32.81,,,False,False
17681,7252,102293,2024-02-19,Delivered,48.42,29.0,5.0,True,False
50890,6770,161086,2023-10-31,Delivered,19.54,40.9,5.0,True,False
625,6746,156301,2024-05-10,Cancelled by customer,19.81,,,False,False
47966,6479,130007,2024-04-20,Delivered,18.98,34.3,4.0,True,False
69292,6117,132746,2023-07-21,Delivered,30.04,20.7,5.0,True,False
16698,7477,153595,2023-10-08,Delivered,13.86,42.8,3.0,True,False
51599,6436,145583,2023-11-10,Delivered,27.13,45.6,3.0,False,True
31197,6120,107227,2023-06-05,Delivered,29.56,17.0,5.0,False,False
504,7296,105289,2024-02-27,Delivered,38.38,39.0,5.0,True,False
67911,7195,131654,2023-07-27,Delivered,10.23,34.9,4.0,True,False
58101,7365,115509,2023-08-30,Delivered,50.33,30.4,5.0,True,False
23498,6322,158716,2023-07-25,Delivered,23.65,16.0,5.0,False,False
65229,7209,124995,2023-06-13,Delivered,23.18,39.4,3.0,True,False
68065,7084,175198,2023-07-02,Delivered,15.11,33.7,3.0,False,True
16460,6041,178958,2023-08-13,Delivered,35.07,37.0,5.0,False,False
7897,5663,162758,2023-10-31,Delivered,13.51,24.5,4.0,False,False
14789,5911,164952,2023-11-06,Delivered,37.93,31.5,4.0,False,False
23765,6739,145796,2023-06-03,Delivered,52.24,35.1,5.0,True,False
69688,5937,133262,2023-07-18,Delivered,11.61,39.1,5.0,True,False
6268,6054,175100,2023-06-21,Cancelled by customer,16.63,,,False,False
60556,5561,133390,2024-05-07,Delivered,43.77,33.2,5.0,False,False
46124,5738,169722,2023-07-09,Cancelled by customer,15.41,,,False,False
28513,5237,179409,2024-05-26,Delivered,52.56,22.4,3.0,True,False
61045,5940,113466,2024-02-21,Delivered,27.62,31.0,5.0,False,False
61853,6370,160319,2024-04-03,Unassigned,27.13,,,False,False
65324,7069,173359,2023-12-28,Delivered,38.97,37.9,5.0,True,False
69403,5543,150532,2024-05-10,Delivered,56.64,37.3,5.0,True,False
64470,7261,149196,2023-07-15,Delivered,24.65,48.4,4.0,False,True
32965,6146,151747,2023-11-04,Delivered,27.52,25.6,5.0,True,False
25036,5917,133736,2023-07-10,Delivered,29.42,33.3,5.0,True,False
20775,5177,117068,2023-08-05,Delivered,30.71,33.9,4.0,False,False
32094,5369,174156,2024-04-21,Delivered,19.28,33.3,5.0,False,False
48202,6649,137569,2023-12-16,Delivered,40.53,22.3,4.0,True,True
26282,5044,145883,2024-04-04,Delivered,31.51,35.1,5.0,True,False
64657,6075,159472,2023-07-30,Delivered,12.86,56.3,4.0,True,False
12076,7294,161100,2023-09-15,Delivered,13.25,31.0,4.0,True,False
47621,6017,112165,2024-05-25,Cancelled by customer,21.07,,,False,False
10753,5574,110604,2023-07-06,Delivered,24.23,31.5,4.0,False,False
67904,7233,169905,2024-04-15,Delivered,23.33,23.5,5.0,True,False
66968,5031,179822,2024-04-25,Delivered,23.63,36.8,4.0,True,False
44937,5288,106219,2024-03-28,Delivered,68.87,32.2,4.0,False,False
11880,5395,175154,2023-08-27,Delivered,8.46,29.6,2.0,False,False
10104,7107,160167,2023-06-26,Delivered,25.48,32.6,4.0,True,False
62431,6219,161031,2023-11-14,Cancelled by customer,24.58,,,False,False
57119,6639,146712,2024-03-23,Cancelled by customer,33.06,,,False,False
15109,7429,154418,2023-08-03,Delivered,34.72,22.8,5.0,True,False
13363,5293,128738,2023-10-14,Unassigned,25.11,,,False,False
47058,7274,141431,2024-01-19,Delivered,38.29,34.0,4.0,True,True
247,6605,146855,2024-03-27,Delivered,9.49,27.9,4.0,True,False
7851,6357,158242,2024-02-26,Delivered,26.48,31.3,5.0,True,False
56678,6443,119677,2023-12-02,Unassigned,25.92,,,False,False
643,5147,134636,2023-07-17,Delivered,12.54,25.0,4.0,True,False
10588,5613,120899,2024-05-21,Delivered,16.68,34.7,5.0,True,False
52940,7055,150653,2024-01-01,Delivered,63.02,31.0,5.0,False,False
26337,5455,174996,2024-03-02,Cancelled by customer,35.14,,,False,False
51159,6811,164143,2023-08-30,Cancelled by customer,16.66,,,False,False
41151,6756,160304,2023-07-22,Delivered,31.22,33.7,3.0,True,False
59186,5942,120448,2023-09-27,Delivered,44.69,34.0,3.0,False,False
48800,7326,132250,2024-03-16,Delivered,37.09,43.6,5.0,True,False
25072,5202,102597,2024-03-03,Delivered,36.2,36.9,4.0,True,False
25270,6340,112826,2024-02-29,Delivered,28.58,36.3,4.0,True,True
38695,5772,173774,2024-03-19,Delivered,19.79,21.0,5.0,True,False
6155,5752,178117,2024-02-14,Delivered,16.72,40.3,5.0,True,False
63879,5899,108807,2023-06-14,Unassigned,19.32,,,False,False
32066,5368,164004,2023-07-25,Delivered,41.78,30.6,4.0,True,False
62365,6292,104303,2024-04-19,Cancelled by customer,27.25,,,False,False
40476,6537,130412,2024-05-08,Unassigned,18.81,,,False,False
35438,6111,178573,2023-11-03,Delivered,58.77,40.6,5.0,True,False
8892,6745,139835,2023-06-15,Delivered,24.03,24.0,3.0,True,False
59191,5725,114261,2023-09-28,Unassigned,24.79,,,False,False
10328,7111,150742,2023-11-23,Unassigned,41.4,,,False,False
52990,6398,165601,2024-03-06,Delivered,36.59,55.6,5.0,True,False
69226,5620,147213,2024-04-11,Delivered,25.59,33.0,5.0,False,False
50468,5463,130235,2023-09-23,Delivered,25.91,39.4,5.0,True,False
35623,6908,140375,2024-03-25,Delivered,26.13,37.9,5.0,True,False
54958,5432,145538,2023-10-23,Delivered,4.0,18.6,5.0,True,False
39412,5937,170762,2023-08-31,Delivered,21.7,30.2,4.0,True,False
68068,6910,140987,2023-09-14,Delivered,16.88,34.7,4.0,True,False
21193,5880,164103,2023-06-20,Delivered,16.77,28.8,5.0,True,False
67529,7043,122394,2023-10-22,Delivered,24.22,33.6,5.0,True,False
56089,6321,140821,2024-04-28,Delivered,10.81,31.2,4.0,True,False
46360,7307,145718,2024-03-05,Cancelled by customer,12.74,,,False,False
8553,6038,135757,2023-09-03,Delivered,40.13,36.8,4.0,True,False
16206,6332,117384,2024-04-06,Delivered,24.55,28.1,5.0,True,False
41470,6919,100357,2023-09-02,Unassigned,57.26,,,False,False
68025,5702,123978,2024-03-18,Unassigned,16.24,,,False,False
5735,7268,114881,2024-01-05,Delivered,32.44,31.0,3.0,True,False
56588,6250,143133,2024-01-31,Delivered,44.71,33.2,4.0,False,False
69067,5216,161297,2024-05-27,Delivered,20.98,16.3,5.0,True,False
57409,6665,112338,2024-01-23,Delivered,19.59,44.4,4.0,True,False
68468,6273,163077,2024-01-18,Delivered,26.9,33.0,5.0,True,False
38541,6002,139032,2023-06-22,Delivered,40.46,34.6,4.0,True,False
19358,6411,130683,2024-04-14,Delivered,9.32,37.2,4.0,True,False
52115,6359,167135,2024-01-21,Cancelled by customer,15.43,,,False,False
12892,6548,114258,2024-01-17,Delivered,46.89,27.9,4.0,True,False
26047,7061,163927,2024-02-18,Cancelled by customer,29.99,,,False,False
4733,6110,116617,2024-01-24,Delivered,22.35,29.9,4.0,True,False
65596,6135,163546,2024-01-22,Delivered,28.54,21.8,5.0,True,False
36363,6429,137486,2024-05-20,Delivered,21.39,30.7,5.0,True,False
59627,6213,124596,2023-12-04,Delivered,15.69,19.3,3.0,True,False
18102,6069,177556,2024-01-09,Delivered,60.0,43.2,3.0,True,False
43286,6117,116494,2024-02-06,Delivered,11.19,28.3,4.0,True,False
37398,5609,161871,2024-05-30,Delivered,43.48,41.9,4.0,True,False
10873,6341,145061,2023-09-29,Delivered,27.88,38.4,4.0,True,False
65381,6601,126922,2023-10-21,Delivered,81.98,25.4,4.0,False,False
30649,5782,171308,2023-06-08,Delivered,18.54,34.4,3.0,True,False
23126,6552,171270,2023-09-29,Delivered,40.99,30.1,4.0,True,False
20487,5114,178579,2023-09-12,Delivered,4.0,29.7,4.0,True,False
37346,5938,128229,2024-04-26,Delivered,27.45,21.1,5.0,True,False
44382,6453,177969,2023-12-23,Cancelled by customer,28.41,,,False,False
51856,7365,138591,2023-11-28,Delivered,20.34,31.1,4.0,False,False
54008,5429,135959,2024-03-12,Delivered,28.67,23.4,5.0,True,False
39363,5329,155484,2024-03-18,Delivered,35.61,28.2,4.0,True,False
52709,5599,126510,2023-09-08,Delivered,23.03,28.9,4.0,True,False
1003,7424,175786,2024-05-25,Delivered,29.64,46.2,4.0,True,False
16631,6721,100061,2023-09-08,Cancelled by customer,19.16,,,False,False
10630,7201,153260,2024-02-29,Delivered,4.0,36.5,4.0,True,False
13574,6674,164190,2023-11-25,Delivered,34.83,31.3,4.0,False,False
11662,7219,171110,2023-07-14,Delivered,12.92,19.8,5.0,True,False
33420,7467,130624,2023-11-05,Delivered,38.42,29.0,5.0,False,False
40865,5809,103553,2024-02-14,Delivered,26.81,29.3,4.0,True,False
6312,5637,145109,2023-08-25,Unassigned,19.93,,,False,False
49279,7198,114579,2023-10-07,Cancelled by customer,28.54,,,False,False
