ride_id,driver_id,passenger_id,date,status,car_clearness_upvote_given,politeness_upvote_given,communication_upvote_given,punctuality_upvote_given,complaint_given
50919,1556,8105,2023-03-04,Rejected by the driver,False,False,False,False,False
26149,899,34894,2022-11-05,Success,True,False,True,False,False
18839,387,31268,2022-08-06,Success,True,True,True,False,False
25672,2340,16471,2022-11-13,Success,False,True,True,True,False
38659,1421,13817,2022-12-03,Success,True,True,False,False,False
40026,1953,27415,2022-10-20,Rejected by the driver,False,False,False,False,False
32076,2419,33022,2022-04-17,Success,True,True,True,False,False
4014,1489,39809,2023-03-01,Success,False,False,True,True,False
57680,27,39539,2022-09-12,Success,True,False,False,True,False
15430,299,1459,2022-07-12,Rejected by the driver,False,False,False,False,False
15267,90,27057,2022-04-10,Success,False,True,False,False,False
37613,1528,30127,2022-11-23,Success,True,False,False,True,False
15038,1497,12410,2022-05-19,Success,True,True,False,True,False
13882,2569,21864,2023-04-03,Cancelled by the passenger,False,False,False,False,False
2426,724,39927,2022-06-01,Rejected by the driver,False,False,False,False,False
21814,737,7617,2022-05-02,Success,True,True,True,True,False
14053,422,26283,2022-03-26,Success,False,False,True,False,False
47928,1791,11392,2022-09-23,Success,True,True,True,False,False
49718,1089,23079,2022-09-04,Rejected by the driver,False,False,False,False,False
38955,2405,31022,2023-02-16,Success,True,True,False,False,False
16665,1871,21534,2022-08-14,Success,True,True,False,True,False
32186,1988,36174,2022-10-02,Success,True,False,True,True,False
2386,1538,24923,2022-11-13,Success,False,False,True,True,False
51067,540,19980,2022-05-31,Success,True,True,True,False,False
35985,1512,30674,2022-09-24,Success,False,False,False,True,False
44503,1123,10230,2022-10-26,Cancelled by the passenger,False,False,False,False,False
27495,383,31902,2023-04-13,Success,False,True,True,False,False
38838,447,21415,2022-11-13,Success,False,True,False,True,False
46836,988,35403,2023-02-15,Success,True,True,True,True,False
31587,511,12748,2022-06-02,Success,True,True,False,True,False
21249,1355,34726,2022-11-23,Success,True,False,True,True,False
42403,2160,6504,2023-02-23,Rejected by the driver,False,False,False,False,False
24964,2504,26734,2022-10-17,Rejected by the driver,False,False,False,False,False
5345,1143,34259,2022-10-16,Success,False,True,True,False,False
4850,1733,37331,2022-12-17,Success,False,True,True,True,False
63,2908,21004,2023-01-03,Success,True,False,False,True,False
14058,85,6032,2023-02-07,Success,False,False,False,True,False
28339,608,38806,2022-07-29,Success,True,True,False,True,True
28635,845,8331,2023-03-16,Rejected by the driver,False,False,False,False,False
37467,501,30759,2022-08-30,Cancelled by the passenger,False,False,False,False,False
34126,2414,34558,2022-05-22,Success,True,False,True,True,False
45844,1325,12721,2022-06-24,Success,True,True,False,False,False
31698,47,5925,2023-03-03,Success,True,True,False,True,False
15779,738,25389,2022-09-11,Success,True,True,False,True,False
49677,1856,26185,2022-08-15,Success,True,True,True,False,False
33692,2326,27455,2023-01-28,Success,False,True,True,True,False
36373,2356,28215,2022-06-21,Success,True,True,True,False,False
30,672,24196,2023-02-15,Success,True,True,True,True,True
37277,1890,10628,2022-03-30,Cancelled by the passenger,False,False,False,False,False
10243,1166,21849,2022-04-11,Success,False,True,False,False,False
51597,1252,33623,2022-05-02,Rejected by the driver,False,False,False,False,False
44333,2960,27513,2022-08-31,Success,False,False,False,True,False
41031,2679,10112,2022-07-17,Rejected by the driver,False,False,False,False,False
11651,2860,38379,2023-01-09,Success,False,False,True,True,True
7931,1965,29638,2022-12-16,Success,True,False,False,True,False
8184,1913,6271,2022-10-27,Success,True,True,False,False,True
40450,136,4265,2022-11-15,Success,True,True,False,False,False
54412,1998,30291,2023-01-18,Success,False,True,False,False,False
11395,2049,33784,2022-10-08,Success,False,True,False,True,False
46115,623,34317,2022-05-09,Success,True,True,False,False,True
16945,666,16263,2022-10-09,Cancelled by the passenger,False,False,False,False,False
38638,397,6120,2022-11-26,Cancelled by the passenger,False,False,False,False,False
7418,2052,23996,2022-08-07,Success,False,False,False,True,False
7072,837,30500,2023-03-22,Success,True,False,False,True,False
33698,638,27659,2022-08-25,Success,False,False,True,False,False
38556,92,25526,2022-07-31,Success,True,True,False,True,False
23323,1038,28386,2022-05-20,Success,True,False,True,True,True
28395,473,10926,2022-05-08,Success,True,True,False,True,False
22161,2134,1216,2022-11-18,Cancelled by the passenger,False,False,False,False,False
28913,210,24809,2022-08-15,Success,False,False,True,True,False
42201,625,24668,2022-07-25,Success,True,False,False,True,False
14728,1112,14012,2022-06-20,Success,True,False,True,True,False
34029,2274,38150,2022-08-17,Success,True,False,False,True,False
28798,2507,31497,2022-04-28,Success,False,False,True,True,False
47938,2406,20468,2022-11-22,Rejected by the driver,False,False,False,False,False
13588,2405,22693,2022-08-20,Success,True,False,False,False,False
33458,334,9017,2022-03-14,Cancelled by the passenger,False,False,False,False,False
17097,2139,31102,2022-06-11,Success,True,True,True,False,False
49254,984,30068,2022-09-27,Rejected by the driver,False,False,False,False,False
17515,341,20111,2023-02-23,Success,False,True,False,False,False
51913,2862,30846,2022-04-21,Success,True,False,False,True,False
30178,2538,2203,2022-06-12,Success,False,False,False,True,True
21286,2672,13898,2022-07-22,Success,False,True,True,True,False
14752,724,10398,2022-05-10,Success,True,False,False,True,True
56020,1748,7039,2023-03-18,Success,False,False,False,False,False
13619,2880,7397,2022-03-17,Success,True,True,False,False,False
9664,1980,32666,2023-01-24,Success,False,True,True,False,False
43103,2370,38859,2022-04-21,Success,False,True,True,True,False
36860,213,15401,2023-03-11,Success,True,False,True,False,False
19864,912,33670,2022-06-30,Success,True,False,False,False,False
52042,2725,27890,2022-11-14,Success,False,False,False,True,True
26258,1786,7329,2023-04-14,Success,False,True,False,False,False
43450,977,4490,2022-06-29,Success,True,False,False,True,False
7923,647,18938,2023-03-25,Success,True,True,True,True,False
214,1392,22931,2022-10-05,Success,False,False,False,True,False
32674,101,15169,2022-09-15,Success,True,False,True,True,True
5268,429,27137,2023-04-14,Success,True,False,True,False,False
16050,1770,28380,2023-02-26,Cancelled by the passenger,False,False,False,False,False
14256,2923,21445,2022-12-18,Rejected by the driver,False,False,False,False,False
39365,147,3898,2022-03-12,Success,True,True,True,True,False
56880,773,22417,2023-01-30,Success,True,True,False,True,False
51531,2966,4753,2022-08-08,Success,True,True,True,False,False
23901,2502,6534,2023-04-13,Success,True,True,False,True,False
53131,812,13984,2022-08-06,Success,True,True,True,True,False
34637,1067,25404,2022-04-09,Success,False,True,True,True,False
32966,2093,38911,2022-10-07,Success,True,False,True,True,False
48709,492,28088,2022-10-19,Cancelled by the passenger,False,False,False,False,False
54870,1457,18961,2022-08-18,Success,True,True,False,True,False
3900,2571,20092,2022-07-21,Success,True,False,True,True,False
33082,2822,27802,2022-06-13,Success,False,True,True,False,False
242,1288,23976,2022-06-18,Rejected by the driver,False,False,False,False,False
17807,921,30945,2022-03-22,Success,False,True,False,True,False
35622,2109,37074,2022-09-02,Rejected by the driver,False,False,False,False,False
47344,518,28626,2022-12-26,Success,True,False,False,False,False
48775,325,33271,2023-01-01,Success,False,True,False,False,False
19124,89,37828,2022-05-18,Rejected by the driver,False,False,False,False,False
14605,507,23931,2022-09-10,Rejected by the driver,False,False,False,False,False
42492,1112,24070,2023-02-22,Success,True,False,False,False,False
21785,2281,31516,2022-12-31,Rejected by the driver,False,False,False,False,False
31854,760,9779,2023-04-15,Success,False,False,True,False,False
34045,2587,21727,2022-05-23,Success,True,False,True,False,False
27546,1608,1002,2022-09-04,Success,False,True,True,True,False
3533,636,30012,2022-09-25,Success,True,True,True,False,False
11487,1078,25180,2022-12-28,Success,True,True,True,True,False
55289,929,19330,2023-04-11,Success,True,False,False,True,False
57839,1618,24482,2022-06-18,Success,False,True,True,True,False
58688,2641,13153,2023-02-15,Cancelled by the passenger,False,False,False,False,False
46366,553,12414,2022-05-21,Rejected by the driver,False,False,False,False,False
48404,467,4224,2023-03-28,Success,True,True,False,False,False
41237,681,38293,2022-03-26,Success,True,True,True,True,False
54852,534,30407,2022-11-21,Success,False,True,False,False,False
6452,2371,22607,2022-04-08,Rejected by the driver,False,False,False,False,False
9839,1453,9918,2022-12-13,Success,True,True,False,True,False
18841,1149,30408,2022-04-23,Success,True,False,True,False,False
21188,2926,25730,2023-01-04,Success,True,True,False,False,False
13183,892,22337,2022-09-16,Success,True,True,False,True,False
22183,840,35131,2022-10-13,Success,False,True,False,True,False
57188,2296,23406,2023-01-25,Success,False,False,True,False,False
2013,2667,11980,2022-11-21,Success,False,False,True,True,True
47476,2101,27190,2023-03-17,Success,True,False,True,True,False
12759,2002,34259,2022-11-06,Success,True,True,False,False,False
776,2511,27412,2023-02-12,Success,False,False,True,True,False
13604,2351,731,2023-03-22,Rejected by the driver,False,False,False,False,False
56081,2363,322,2022-04-08,Success,False,False,True,True,False
54354,395,7950,2023-02-06,Success,True,True,True,True,False
36157,2573,33519,2022-05-25,Success,False,True,False,False,False
28636,2681,1197,2023-03-15,Success,True,False,True,True,False
27799,2324,37995,2023-03-16,Success,True,True,False,False,False
46441,2297,27070,2022-09-21,Success,False,False,True,True,False
45556,1889,16037,2023-03-01,Success,True,False,False,True,False
2977,2320,32266,2023-03-10,Rejected by the driver,False,False,False,False,False
37004,973,4863,2022-07-05,Success,False,True,False,False,False
4235,10,34648,2022-06-11,Success,False,False,True,False,False
40396,75,13459,2022-12-10,Success,False,True,True,False,False
30345,1695,35834,2022-12-14,Success,True,True,True,True,False
6791,840,21093,2022-07-02,Rejected by the driver,False,False,False,False,False
53799,2781,13094,2023-04-07,Success,False,True,False,True,False
41262,1143,15866,2022-10-27,Rejected by the driver,False,False,False,False,False
56875,2937,8590,2023-01-05,Success,True,True,True,True,False
50843,2849,27246,2022-05-01,Success,False,False,True,False,False
57825,1515,18857,2022-09-28,Cancelled by the passenger,False,False,False,False,False
2648,2473,14342,2022-05-30,Success,True,False,True,False,True
12340,2406,17980,2022-09-01,Success,True,False,False,False,False
57319,2288,29052,2022-08-23,Rejected by the driver,False,False,False,False,False
50912,1506,14763,2022-05-29,Success,False,True,False,False,False
8831,1271,38945,2023-01-17,Success,True,False,True,False,False
19680,673,22105,2022-11-27,Success,True,True,True,True,False
41551,1102,34130,2022-04-22,Success,True,False,False,False,False
16590,1300,37132,2023-03-03,Success,True,True,True,True,False
47295,157,10032,2022-04-01,Cancelled by the passenger,False,False,False,False,False
29361,1483,11181,2022-08-13,Success,False,True,False,True,False
17419,2136,28412,2023-01-21,Success,False,True,False,True,False
13174,1823,15416,2022-05-07,Success,False,True,True,False,False
19882,2130,6477,2022-04-05,Success,False,False,False,True,False
16204,1744,18538,2023-02-02,Success,False,False,True,False,False
48185,345,2173,2022-08-26,Cancelled by the passenger,False,False,False,False,False
13814,2941,30733,2023-02-06,Cancelled by the passenger,False,False,False,False,False
58355,1436,23762,2022-04-23,Rejected by the driver,False,False,False,False,False
32978,505,10706,2023-02-15,Success,False,False,True,True,True
44673,41,9475,2023-01-01,Success,True,True,False,False,True
13146,986,10834,2023-02-25,Success,False,False,True,True,False
22828,755,26596,2022-09-17,Rejected by the driver,False,False,False,False,False
34861,2559,15388,2023-03-03,Success,False,True,False,False,False
10263,111,22368,2022-09-18,Cancelled by the passenger,False,False,False,False,False
37803,917,7815,2023-04-12,Success,True,False,True,False,False
24033,910,32430,2022-12-18,Success,False,True,False,True,False
56795,2936,28578,2022-08-19,Success,True,True,False,True,False
15318,1441,46,2023-03-22,Cancelled by the passenger,False,False,False,False,False
21291,1905,32029,2022-11-24,Rejected by the driver,False,False,False,False,False
10394,1257,13946,2022-09-08,Success,True,True,False,False,False
22115,431,21017,2022-05-22,Success,True,True,False,False,False
20075,2796,7872,2022-12-29,Rejected by the driver,False,False,False,False,False
15261,2859,3216,2022-05-12,Cancelled by the passenger,False,False,False,False,False
45794,1363,15377,2023-01-06,Success,True,True,False,True,False
27904,512,32881,2023-04-14,Cancelled by the passenger,False,False,False,False,False
58438,2107,24861,2022-12-11,Rejected by the driver,False,False,False,False,False
27882,2532,31686,2022-11-06,Rejected by the driver,False,False,False,False,False
30203,2445,10580,2022-10-21,Rejected by the driver,False,False,False,False,False
36312,373,31233,2022-06-23,Success,True,False,True,True,False
25859,629,27202,2022-06-29,Success,True,True,False,False,False
34623,1768,5543,2023-01-09,Rejected by the driver,False,False,False,False,False
11685,524,21189,2022-11-01,Success,False,True,False,True,False
32608,1398,37796,2022-08-17,Success,True,True,True,False,False
29849,2192,20932,2022-08-30,Success,False,False,False,False,False
52557,2524,19458,2022-04-19,Success,True,False,False,True,False
19040,2900,35179,2022-04-21,Rejected by the driver,False,False,False,False,False
13084,391,24294,2022-03-20,Rejected by the driver,False,False,False,False,False
31364,221,27159,2023-02-10,Success,True,False,True,False,False
59551,786,12685,2022-10-21,Cancelled by the passenger,False,False,False,False,False
13465,1197,24270,2022-07-19,Success,True,True,True,True,True
7331,785,34329,2022-12-04,Rejected by the driver,False,False,False,False,False
20013,798,23945,2022-07-02,Success,True,True,False,False,False
17358,1051,405,2022-07-20,Success,False,True,True,True,False
4247,515,13652,2023-03-30,Success,False,False,True,False,False
1950,195,28735,2022-12-31,Success,True,True,False,False,False
11501,2100,28154,2023-02-24,Success,False,True,False,True,False
35908,2677,23908,2022-07-01,Success,False,False,False,False,False
55958,1013,25642,2022-05-07,Success,True,False,False,True,False
20448,1842,4630,2023-02-02,Success,True,True,True,True,False
57196,1576,7421,2022-07-10,Success,False,True,False,False,False
31718,1107,29705,2022-09-13,Cancelled by the passenger,False,False,False,False,False
35145,971,22766,2022-05-01,Success,False,True,False,False,False
16828,2128,7618,2022-12-11,Cancelled by the passenger,False,False,False,False,False
41463,1833,10428,2022-05-06,Rejected by the driver,False,False,False,False,False
10038,2177,12521,2023-03-14,Success,True,False,True,True,False
6681,1942,19824,2022-08-27,Success,True,True,True,False,False
21082,1917,16554,2022-07-24,Cancelled by the passenger,False,False,False,False,False
43981,63,8016,2022-09-09,Success,True,True,False,False,False
51640,264,7016,2023-03-19,Success,False,True,True,False,False
11783,1373,17957,2022-09-03,Success,False,True,True,False,False
13475,2385,12013,2022-12-12,Success,True,True,False,True,False
2803,169,8284,2022-10-13,Success,True,True,True,False,False
21684,730,3399,2022-06-10,Success,False,True,False,True,False
19417,110,2687,2022-08-19,Success,False,False,False,False,False
58657,2012,24688,2023-04-04,Success,True,True,False,False,False
5526,483,24149,2023-03-28,Success,True,False,True,False,False
24710,2030,12289,2022-12-11,Success,False,True,True,False,False
25086,360,21433,2023-01-11,Rejected by the driver,False,False,False,False,False
1738,18,29198,2023-02-27,Cancelled by the passenger,False,False,False,False,False
9493,1495,5318,2023-02-28,Success,True,True,True,False,False
2553,1118,9828,2022-05-03,Success,True,True,True,False,False
46707,974,2817,2022-07-13,Success,True,False,False,True,False
9183,2750,40,2023-04-10,Success,False,True,True,True,False
35870,450,37965,2022-06-22,Success,False,False,True,False,False
41931,2089,1834,2022-06-15,Success,False,True,True,False,False
58796,1585,36661,2023-02-14,Rejected by the driver,False,False,False,False,False
45909,441,6180,2022-09-19,Rejected by the driver,False,False,False,False,False
46774,2156,17152,2023-03-23,Success,False,True,False,False,False
11420,2108,39879,2022-11-25,Success,False,True,True,True,False
21892,66,20133,2022-05-31,Success,True,False,False,True,False
7862,924,31007,2023-02-27,Cancelled by the passenger,False,False,False,False,False
55378,1251,8022,2022-09-06,Success,True,False,False,False,False
11679,1976,22107,2022-08-18,Success,True,False,False,True,False
24001,637,35663,2022-11-24,Success,True,True,True,True,True
14304,1246,23814,2023-01-17,Success,True,False,False,False,False
14940,2154,16035,2023-03-14,Success,False,True,True,False,False
55510,348,6190,2023-01-09,Success,True,False,False,True,False
11637,2562,39788,2022-05-23,Success,False,False,True,True,False
19052,2247,11541,2022-10-18,Success,True,True,False,True,False
56367,503,32408,2023-01-16,Cancelled by the passenger,False,False,False,False,False
16757,360,35756,2022-09-25,Cancelled by the passenger,False,False,False,False,False
8007,901,15068,2022-03-23,Cancelled by the passenger,False,False,False,False,False
36623,2113,25314,2022-04-15,Success,False,True,False,True,False
19032,2607,32404,2023-02-18,Success,True,False,True,True,False
21570,2127,39221,2023-04-09,Success,True,False,True,False,False
21176,2381,7208,2022-08-24,Success,True,False,True,True,False
52369,93,158,2022-06-16,Success,False,True,False,False,False
40454,868,22990,2023-04-15,Success,False,False,False,False,False
56657,2909,21062,2022-12-26,Rejected by the driver,False,False,False,False,False
51092,742,22711,2022-09-25,Cancelled by the passenger,False,False,False,False,False
7858,2243,23805,2022-04-21,Success,True,True,True,False,False
48205,289,13577,2022-03-31,Success,False,True,True,False,False
13034,629,10147,2023-03-14,Success,True,True,True,True,False
53355,2360,30574,2023-02-10,Success,False,True,True,False,False
20574,1438,12634,2022-07-20,Success,False,False,True,True,False
43126,1724,22817,2022-05-01,Success,True,False,False,False,False
57120,1934,6211,2023-02-14,Success,False,True,True,True,False
11658,1491,20813,2022-11-10,Success,False,True,False,True,False
48166,783,14702,2022-12-04,Cancelled by the passenger,False,False,False,False,False
13606,877,15127,2023-03-06,Success,False,True,True,True,False
43171,2641,17541,2022-06-30,Success,True,False,True,False,False
55461,2581,31857,2023-04-03,Success,False,True,True,True,False
5642,1702,25148,2023-03-26,Rejected by the driver,False,False,False,False,False
947,1264,4020,2023-02-10,Success,True,False,False,False,False
17643,1308,5731,2022-09-07,Success,True,True,False,True,False
57065,315,21475,2023-01-28,Success,False,False,True,False,False
4412,1140,30477,2022-09-02,Cancelled by the passenger,False,False,False,False,False
55474,402,17476,2022-11-10,Success,False,True,True,True,False
22080,1956,30739,2023-02-07,Success,False,True,True,False,False
57328,1006,30953,2022-12-23,Rejected by the driver,False,False,False,False,False
7957,392,31327,2022-07-14,Success,True,True,True,False,False
6067,1939,20376,2022-12-16,Success,True,True,True,True,False
14827,2213,39910,2022-03-21,Success,True,False,True,False,False
46438,812,22505,2022-08-15,Success,True,False,True,True,False
59937,577,13449,2022-08-05,Success,True,False,False,True,False
49016,1916,19134,2022-07-04,Success,False,True,True,False,False
20844,2344,11487,2022-04-20,Success,True,True,False,True,False
47062,2144,7200,2023-03-27,Success,True,True,True,True,False
24110,969,20702,2023-03-16,Rejected by the driver,False,False,False,False,False
54728,1032,20907,2022-11-06,Rejected by the driver,False,False,False,False,False
15518,1962,3256,2023-03-27,Success,True,False,False,True,False
30189,741,38706,2022-06-08,Rejected by the driver,False,False,False,False,False
41134,294,28533,2022-05-04,Success,False,False,True,True,False
9217,1023,13246,2022-08-21,Rejected by the driver,False,False,False,False,False
42676,1164,1117,2022-09-05,Success,False,False,True,False,False
41476,329,10981,2022-04-15,Rejected by the driver,False,False,False,False,False
239,389,24560,2022-09-25,Cancelled by the passenger,False,False,False,False,False
47551,1903,23882,2022-03-22,Success,False,False,False,False,False
31649,1347,867,2022-04-01,Success,True,True,True,False,False
7365,2665,13892,2022-05-11,Cancelled by the passenger,False,False,False,False,False
28710,1096,22300,2022-08-11,Success,False,False,True,False,False
19074,2054,12584,2022-08-25,Success,False,True,True,True,False
50044,1047,22045,2022-07-29,Success,True,True,False,True,False
1374,1941,574,2022-12-03,Success,False,False,False,False,True
48418,2550,1716,2023-03-16,Success,True,True,False,True,False
52922,746,31421,2022-06-23,Success,False,False,False,False,False
40363,326,20820,2022-09-02,Cancelled by the passenger,False,False,False,False,False
50398,605,5258,2022-04-04,Success,False,True,False,False,False
5631,2514,37237,2022-03-14,Rejected by the driver,False,False,False,False,False
34177,2729,9552,2022-12-04,Success,True,True,False,True,False
19595,307,38410,2022-10-23,Cancelled by the passenger,False,False,False,False,False
4551,2642,26039,2022-09-10,Success,True,True,False,False,True
12023,2725,1537,2022-10-17,Cancelled by the passenger,False,False,False,False,False
29468,132,19875,2022-12-12,Success,False,False,False,True,False
11761,1206,9688,2023-03-18,Success,True,True,True,False,False
19615,511,31752,2022-10-02,Success,False,True,True,False,False
32056,1105,31322,2022-12-08,Rejected by the driver,False,False,False,False,False
23409,1895,16626,2022-10-21,Success,True,True,True,True,False
3228,2624,33418,2023-02-10,Success,False,True,False,True,False
52738,920,30956,2022-06-20,Success,False,False,False,False,True
52650,2537,35669,2022-12-05,Success,True,False,True,True,False
37855,1013,28357,2022-12-02,Success,False,False,True,True,False
39997,558,14659,2022-08-06,Success,False,False,False,True,False
24951,374,7224,2022-07-31,Success,True,True,False,True,True
30904,2354,37909,2023-02-02,Success,True,True,False,True,False
14074,2353,21486,2022-08-27,Success,True,False,False,True,False
5247,1315,29900,2022-08-28,Success,False,True,True,True,False
15903,1075,34467,2022-10-20,Success,False,True,False,True,False
19782,774,16252,2022-03-20,Rejected by the driver,False,False,False,False,False
22385,487,27681,2022-03-30,Success,False,True,True,False,False
17760,2098,24957,2022-04-06,Success,False,True,True,True,False
17148,1130,37735,2022-10-07,Success,True,False,False,True,False
9011,2483,38187,2023-01-16,Cancelled by the passenger,False,False,False,False,False
55911,1680,20645,2022-12-17,Success,True,True,False,False,False
32206,2755,35110,2022-03-19,Success,False,False,True,False,False
34958,366,717,2022-10-23,Cancelled by the passenger,False,False,False,False,False
39418,1470,12336,2022-11-24,Cancelled by the passenger,False,False,False,False,False
229,2294,10634,2022-11-25,Success,False,False,True,False,False
233,1903,36656,2022-10-23,Rejected by the driver,False,False,False,False,False
45444,1876,28600,2023-01-02,Cancelled by the passenger,False,False,False,False,False
49874,347,3331,2022-11-08,Success,False,True,True,True,False
52583,147,12703,2022-12-07,Success,True,True,True,False,False
59291,1174,13198,2022-08-12,Rejected by the driver,False,False,False,False,False
1603,1974,13305,2022-11-05,Success,False,True,False,False,False
38912,2792,18088,2023-01-17,Success,False,True,False,True,False
22474,877,33858,2022-08-06,Success,False,False,False,False,False
58551,1408,12721,2022-05-24,Success,False,False,True,False,False
2138,2026,1116,2023-03-30,Success,True,True,False,False,False
6393,2297,3166,2022-11-02,Success,True,True,False,False,False
26436,1035,29986,2022-06-28,Success,False,False,True,True,False
45315,254,1582,2022-10-10,Success,True,True,True,False,False
57886,1677,22824,2023-04-07,Success,True,False,True,True,False
1764,718,6451,2022-07-17,Success,False,False,True,True,False
44124,1595,10151,2023-04-04,Success,True,True,True,False,False
10797,1973,18473,2022-07-01,Cancelled by the passenger,False,False,False,False,False
20687,1178,19401,2023-02-13,Rejected by the driver,False,False,False,False,False
42177,2218,24647,2022-09-15,Success,False,False,False,False,False
4193,2916,1632,2023-01-11,Success,False,True,True,False,False
31259,2852,2094,2023-02-04,Cancelled by the passenger,False,False,False,False,False
51385,1701,26827,2022-09-26,Success,False,False,False,False,True
57313,1364,1020,2022-07-27,Rejected by the driver,False,False,False,False,False
49741,1492,6367,2022-06-28,Cancelled by the passenger,False,False,False,False,False
29593,177,14680,2022-03-22,Success,True,True,True,True,False
