ride_id,driver_id,passenger_id,date,status
18784,2815,2240,2022-07-10,Success
42155,613,22,2023-03-10,Success
55031,1945,34367,2022-07-26,Success
44259,1787,17330,2023-01-07,Success
15347,1709,27933,2023-02-04,Success
12723,2811,34779,2023-02-04,Cancelled by the passenger
44017,2944,23139,2023-03-29,Cancelled by the passenger
56609,634,834,2023-01-05,Success
3273,2825,26752,2022-11-28,Success
2941,2080,19910,2022-10-01,Success
54204,2726,35930,2022-11-10,Success
32099,2975,14853,2022-07-23,Success
41914,528,21103,2022-05-14,Cancelled by the passenger
19955,1358,12024,2022-09-26,Success
32543,1605,18136,2022-04-18,Rejected by the driver
25352,1140,12506,2023-02-27,Cancelled by the passenger
50048,2721,1679,2022-10-16,Success
22312,2150,30433,2023-03-28,Success
8970,2292,24846,2023-01-15,Success
56988,1778,29555,2023-03-08,Success
21328,465,35731,2022-11-26,Success
16154,2306,9617,2022-10-09,Cancelled by the passenger
48707,2083,19285,2022-03-13,Rejected by the driver
36558,1961,35178,2022-05-18,Success
47829,771,7398,2022-03-20,Rejected by the driver
2481,150,5795,2023-04-05,Cancelled by the passenger
4735,1026,11784,2022-11-17,Success
20081,2425,11373,2022-06-02,Success
54022,1974,3215,2022-10-24,Success
50990,251,13755,2022-04-17,Success
26993,503,12267,2022-08-08,Success
39857,1270,3500,2023-02-09,Success
31857,2640,6160,2023-01-04,Success
28890,1094,12211,2022-11-07,Success
48984,1006,29891,2023-02-14,Success
9358,516,25974,2022-08-24,Success
18608,786,25947,2022-03-16,Rejected by the driver
55932,2744,22159,2022-12-01,Success
31328,2450,19974,2022-03-26,Success
3553,2905,35543,2023-03-11,Cancelled by the passenger
10004,2863,11226,2022-12-01,Cancelled by the passenger
9899,1024,31612,2022-05-11,Success
24241,2089,1178,2022-05-26,Success
37858,2537,23413,2022-08-15,Rejected by the driver
17794,1664,4306,2022-03-13,Success
53991,1031,297,2023-01-24,Success
23527,2666,30981,2022-10-15,Success
17995,2814,16431,2022-10-14,Rejected by the driver
28350,1657,39525,2022-12-10,Success
16385,889,3404,2022-12-19,Success
5377,2662,37956,2023-02-02,Success
44556,2957,8069,2022-10-25,Success
52837,2170,30364,2023-03-13,Rejected by the driver
17218,2429,3789,2022-11-02,Success
50754,268,2824,2022-09-29,Cancelled by the passenger
54821,1050,9210,2023-04-04,Success
19853,1468,21705,2023-01-09,Success
6116,1454,8547,2023-04-01,Cancelled by the passenger
49026,707,8682,2022-07-16,Success
22107,1930,23669,2022-04-15,Success
6176,2863,6956,2022-12-05,Success
10262,1397,17408,2022-11-24,Success
31501,233,20834,2022-07-28,Success
19975,236,39868,2022-06-01,Success
52461,2489,36107,2022-08-16,Success
41130,2383,34274,2022-08-11,Success
10990,150,19750,2022-06-30,Success
19867,2152,22710,2022-08-09,Success
58735,1933,14422,2022-08-11,Success
55900,1157,36450,2022-07-31,Success
19648,1235,38608,2023-03-12,Success
28569,968,25335,2023-02-28,Success
2262,2496,5953,2022-06-29,Success
34758,228,13573,2022-11-29,Success
51688,2411,24227,2023-02-16,Success
53086,890,32905,2022-09-02,Success
17440,1730,25963,2022-03-24,Success
5293,2732,29229,2022-05-01,Rejected by the driver
45214,2336,14830,2023-02-20,Success
6674,2895,17295,2023-01-22,Success
26207,1821,15893,2022-10-11,Success
38543,1850,9482,2022-03-17,Success
19804,2056,100,2022-05-16,Cancelled by the passenger
54153,2789,3891,2022-07-11,Success
36704,2566,22721,2022-10-21,Success
55243,2740,23339,2022-08-25,Success
1203,2057,18766,2022-11-02,Success
52195,321,16889,2023-03-15,Success
9090,1599,25856,2022-04-21,Success
48947,622,9770,2023-04-08,Success
49637,300,2281,2022-07-29,Success
42937,659,14025,2022-07-24,Rejected by the driver
17397,1537,30779,2023-02-01,Success
48484,2992,1815,2022-09-26,Cancelled by the passenger
46568,624,23385,2022-09-12,Success
15857,263,4937,2022-06-26,Rejected by the driver
9301,1859,25451,2022-12-24,Success
16264,283,10974,2023-01-23,Rejected by the driver
30135,2894,9855,2022-08-16,Success
11505,2248,16507,2022-04-28,Success
10056,465,28401,2022-09-03,Success
31157,1829,38377,2022-04-22,Success
52644,1450,28840,2023-03-09,Rejected by the driver
25338,2751,22698,2022-11-05,Success
14660,31,20096,2023-03-04,Success
43951,1876,23485,2022-10-28,Success
14556,853,36178,2023-01-30,Rejected by the driver
38309,2531,17489,2022-12-02,Success
59838,2977,21531,2022-12-09,Success
12260,1927,25039,2023-02-01,Success
955,1507,35341,2022-05-16,Success
42944,359,36024,2022-12-04,Success
18708,1183,8878,2023-01-24,Success
39345,594,8883,2022-05-30,Success
27163,480,22078,2022-08-11,Rejected by the driver
14394,723,32247,2023-03-14,Success
54873,2418,21923,2022-11-24,Success
10725,1898,14332,2023-01-16,Cancelled by the passenger
45696,2161,21342,2022-03-21,Success
15275,143,4740,2022-12-05,Success
11199,615,39528,2022-05-12,Success
59196,482,17357,2022-05-24,Success
4325,1336,34419,2022-03-21,Success
16960,383,17926,2022-04-19,Rejected by the driver
703,805,35026,2022-09-03,Rejected by the driver
22247,2597,21494,2022-03-24,Rejected by the driver
14319,662,5568,2023-01-24,Cancelled by the passenger
1359,425,11213,2023-02-17,Rejected by the driver
52819,861,37608,2022-08-22,Cancelled by the passenger
58018,1464,38686,2022-09-27,Success
44459,1263,10209,2022-03-19,Success
24564,652,27234,2022-11-10,Success
58597,1779,13280,2023-01-31,Rejected by the driver
7879,2753,2396,2022-07-23,Success
58133,2164,39363,2022-05-25,Success
9466,2117,27951,2022-12-11,Success
9634,834,22073,2022-04-28,Success
45292,2769,21530,2022-11-17,Success
32324,2161,9291,2023-02-06,Success
36523,2846,14233,2023-01-14,Rejected by the driver
15600,2377,38124,2023-01-08,Success
9081,613,9315,2023-04-09,Success
34627,2134,10458,2022-08-07,Rejected by the driver
43340,1295,4514,2022-08-11,Success
35191,618,39051,2022-05-10,Success
48217,845,22924,2022-06-02,Success
48499,1084,38608,2022-07-09,Success
39143,2271,25656,2022-12-01,Success
7905,1452,11240,2022-08-07,Success
15800,2976,902,2022-05-16,Success
7857,2081,25821,2022-07-12,Success
6140,1881,14563,2022-10-16,Success
56887,948,19371,2023-03-30,Success
48020,1334,9187,2023-02-07,Success
20310,1882,38829,2022-05-21,Success
21261,48,33964,2023-03-10,Success
13637,2280,38716,2022-09-11,Success
54260,80,6474,2023-02-01,Success
32071,1055,22843,2023-02-22,Success
13586,2332,22429,2023-01-15,Success
1473,2903,37827,2022-08-29,Success
44186,2138,10973,2022-08-29,Success
4101,418,37459,2022-11-15,Success
6014,270,39475,2022-08-23,Success
2999,2980,867,2022-10-11,Success
11978,1357,18368,2022-08-24,Success
45937,2786,6939,2023-03-01,Success
30539,558,3675,2022-11-16,Success
1519,1852,27146,2023-01-18,Rejected by the driver
31106,7,22074,2023-01-30,Success
6120,2720,12620,2022-07-08,Success
21361,242,23909,2022-12-20,Success
857,622,15551,2022-04-03,Success
47066,727,4047,2022-05-16,Rejected by the driver
48867,1350,20217,2022-09-03,Success
15976,1883,4474,2023-01-28,Success
43466,1414,8156,2023-01-10,Cancelled by the passenger
49858,1415,38159,2022-12-19,Success
14965,1898,38855,2022-06-30,Success
16553,1102,9173,2022-04-12,Success
27121,2358,32139,2022-07-31,Success
47244,1857,24707,2022-08-17,Success
34551,2480,28623,2022-12-01,Success
20045,1410,17571,2023-04-10,Rejected by the driver
59758,2452,11521,2022-05-21,Cancelled by the passenger
8474,2999,1810,2022-04-07,Success
16586,2207,8748,2023-01-10,Success
20968,2153,36211,2022-09-13,Cancelled by the passenger
36515,1841,25524,2022-12-19,Cancelled by the passenger
26241,2848,8963,2023-03-17,Success
11619,1708,33669,2022-12-21,Success
38193,463,24018,2022-07-31,Success
4503,51,1918,2022-05-08,Cancelled by the passenger
14088,2581,15923,2022-09-23,Success
16506,948,35603,2022-08-30,Success
8103,430,1827,2022-08-10,Success
50012,2877,22112,2022-11-20,Success
47391,1385,19504,2023-04-03,Success
28465,2356,16892,2023-02-28,Success
5874,557,13705,2023-01-03,Success
5357,994,28839,2022-04-24,Success
25873,1896,17581,2022-12-11,Success
52825,1899,10155,2022-10-24,Success
35008,2442,20821,2022-08-02,Success
53130,478,32809,2022-11-08,Success
10377,959,26884,2022-06-07,Success
49582,2252,11126,2023-01-26,Cancelled by the passenger
43952,2161,14764,2022-12-05,Cancelled by the passenger
57355,89,4822,2022-12-01,Success
8127,2751,3740,2023-03-11,Success
24940,445,2193,2022-12-24,Success
5864,2316,14270,2022-09-29,Success
28507,945,22519,2022-05-23,Success
14076,2053,32664,2022-10-21,Success
30521,1759,5616,2022-12-13,Success
31593,19,32616,2022-11-18,Success
37336,2399,22194,2022-03-29,Success
20349,2154,33418,2022-06-06,Success
7436,476,10067,2022-07-21,Rejected by the driver
25755,2090,9291,2022-10-04,Success
20740,1430,26543,2023-01-14,Rejected by the driver
25773,2863,4604,2022-11-29,Success
46408,2286,24455,2022-10-21,Rejected by the driver
6707,1262,14260,2022-11-21,Success
53069,2076,37298,2023-03-24,Success
13957,2143,32452,2022-12-23,Success
2878,412,25714,2022-11-26,Success
10768,2010,16073,2022-10-11,Success
35801,1615,20653,2022-06-16,Cancelled by the passenger
5165,47,3464,2022-12-31,Success
36120,1349,25372,2022-04-07,Success
37374,2912,22499,2022-07-27,Success
49695,1546,30170,2023-01-25,Cancelled by the passenger
20167,382,14918,2022-05-15,Rejected by the driver
46725,277,39792,2022-05-18,Success
5497,1171,20939,2022-10-16,Success
21004,2906,31867,2023-01-14,Success
58826,1888,21547,2022-12-21,Success
57961,2460,873,2022-03-26,Rejected by the driver
56310,1449,35328,2023-02-24,Success
58609,491,15294,2023-01-19,Success
55575,2450,15618,2022-03-12,Cancelled by the passenger
26654,2101,12698,2022-09-28,Cancelled by the passenger
4508,2860,36225,2022-05-08,Success
12861,76,10456,2022-12-16,Rejected by the driver
45356,864,33045,2023-01-24,Success
51126,2226,6817,2022-03-18,Success
19045,1869,21111,2023-04-04,Success
4115,1428,21707,2022-09-26,Success
44109,2490,36630,2022-10-09,Success
34910,366,6389,2022-03-12,Success
21877,257,2702,2022-05-03,Rejected by the driver
59563,710,31101,2023-03-11,Success
52068,1104,36568,2022-11-05,Success
7151,435,12690,2023-01-27,Success
12648,2318,34754,2022-09-03,Success
54541,2458,19522,2023-03-06,Success
6789,1732,12453,2022-06-30,Success
29622,2677,19202,2022-07-15,Rejected by the driver
30590,1592,1390,2022-11-22,Success
24732,1231,10205,2022-07-21,Success
58447,210,37602,2023-01-12,Success
19322,1502,38027,2022-09-08,Cancelled by the passenger
14139,2653,31963,2023-02-10,Success
33758,1901,6718,2023-01-28,Rejected by the driver
55108,541,23068,2023-03-23,Cancelled by the passenger
35671,2306,25393,2023-02-26,Cancelled by the passenger
20664,2078,39121,2022-04-01,Success
43479,1945,32729,2022-05-14,Success
5060,494,2529,2022-03-20,Cancelled by the passenger
55680,1805,23317,2022-09-17,Success
28327,1808,20987,2022-11-28,Success
53001,948,30227,2023-02-17,Success
58850,138,8007,2022-12-21,Success
27234,2122,17449,2022-10-02,Success
28900,2771,37292,2022-07-02,Success
57236,518,8872,2022-12-21,Success
59940,261,13222,2023-02-24,Success
37903,2327,292,2022-09-07,Success
30490,1505,31735,2022-09-25,Success
11331,1285,4291,2022-07-03,Success
16772,2421,22790,2023-01-11,Rejected by the driver
36970,1508,33767,2022-12-11,Rejected by the driver
9373,1283,27893,2022-12-15,Rejected by the driver
36896,1251,17591,2022-10-03,Cancelled by the passenger
6360,1328,10867,2022-04-07,Success
9231,372,23937,2022-10-08,Success
43892,861,10799,2022-08-23,Success
38340,12,6361,2022-09-01,Success
49135,2793,38578,2022-07-23,Success
13186,1679,1427,2022-11-03,Success
21699,1958,30291,2022-09-16,Success
42157,940,13003,2022-09-18,Success
38429,378,34050,2022-09-05,Success
20224,1353,24495,2022-12-31,Success
8696,1428,18136,2022-12-16,Success
50237,628,14184,2022-11-07,Success
27345,1983,5930,2022-03-23,Success
25745,137,5577,2022-12-07,Cancelled by the passenger
42831,2552,9547,2023-02-16,Success
3576,956,1423,2022-10-29,Cancelled by the passenger
16426,593,14286,2023-02-23,Success
8191,1287,21881,2022-07-26,Success
33796,600,1103,2023-03-10,Success
39772,889,21487,2022-08-24,Success
59576,1951,36987,2022-09-25,Success
31713,1294,7366,2022-09-29,Success
32295,1150,33198,2022-04-10,Success
34235,1262,39729,2022-05-07,Success
42720,1692,11799,2023-01-01,Success
21885,368,31701,2022-06-04,Success
33232,1088,6673,2022-10-20,Success
16187,2780,19605,2022-09-02,Success
7700,1181,30909,2022-12-09,Rejected by the driver
21727,25,7428,2023-01-25,Success
16610,57,33951,2022-10-06,Rejected by the driver
47863,2424,19259,2022-03-27,Success
52351,272,15044,2022-11-17,Success
4667,588,9821,2022-11-05,Success
43072,1239,22632,2023-03-12,Success
23390,1699,34386,2023-02-26,Success
47411,1122,7825,2022-09-19,Rejected by the driver
17455,671,19389,2022-07-14,Success
34131,1487,35434,2022-06-23,Success
20434,1376,34835,2022-07-22,Success
41909,562,26638,2022-12-14,Success
56825,2206,21038,2023-02-05,Success
8753,1840,17978,2023-01-05,Cancelled by the passenger
32336,1484,32341,2022-09-18,Rejected by the driver
23545,521,15317,2022-09-11,Success
48558,2098,4023,2022-09-04,Success
36136,1861,5227,2022-04-07,Rejected by the driver
50323,138,8756,2022-08-27,Success
18936,386,39673,2022-08-18,Cancelled by the passenger
7710,938,24580,2022-06-29,Rejected by the driver
3436,1221,30957,2022-05-27,Rejected by the driver
17961,2252,17854,2022-07-08,Success
11718,6,1729,2022-11-04,Success
53475,1373,17662,2022-08-02,Cancelled by the passenger
9187,2075,8050,2023-02-19,Success
19756,1981,28252,2022-03-16,Success
23670,1026,20218,2022-05-19,Success
58605,1736,16690,2022-10-08,Cancelled by the passenger
36346,426,11100,2022-05-25,Success
24887,2650,34417,2022-09-16,Success
24062,1576,2853,2022-11-07,Success
24,1609,35879,2022-12-27,Rejected by the driver
22047,1022,3848,2022-08-07,Cancelled by the passenger
19976,980,13276,2022-03-30,Success
40816,506,35482,2022-04-15,Success
38785,2450,39334,2022-04-20,Success
52758,634,2227,2022-10-15,Success
59200,2728,9182,2023-01-19,Success
35459,2977,21578,2022-12-16,Success
9340,312,15247,2022-04-19,Success
325,2849,2402,2023-01-19,Success
5689,549,12927,2022-09-25,Success
7531,1374,36603,2022-03-29,Success
25889,2607,16613,2022-07-04,Success
12533,2238,24666,2023-04-10,Cancelled by the passenger
31407,2894,19366,2022-07-02,Success
2352,2282,25273,2022-10-23,Success
36542,1092,8878,2022-07-04,Success
13828,1854,12155,2022-08-27,Success
5875,553,19287,2022-09-19,Success
10436,2519,14053,2023-02-04,Success
38359,1874,159,2022-12-28,Cancelled by the passenger
29282,2069,27971,2022-04-19,Success
25091,1014,3390,2023-03-21,Success
44062,1362,9397,2022-07-29,Success
34137,1592,36681,2022-08-23,Success
29772,816,11296,2023-04-06,Success
18528,1733,6515,2022-03-12,Success
41738,2658,28542,2022-06-07,Cancelled by the passenger
27694,1604,29047,2022-12-01,Rejected by the driver
38357,1971,29398,2022-04-05,Success
23653,696,12979,2022-10-08,Rejected by the driver
49619,1064,36468,2022-07-21,Success
35593,559,26995,2022-09-26,Success
771,2891,28534,2022-12-07,Success
48962,1016,35703,2022-04-26,Rejected by the driver
39846,1824,34975,2022-04-21,Success
42772,1872,1307,2022-11-19,Success
18572,1243,30096,2022-04-13,Cancelled by the passenger
26773,1112,21733,2022-09-12,Success
51178,2044,29367,2022-03-25,Success
17158,2158,14211,2022-10-18,Success
43708,2744,13930,2022-06-02,Rejected by the driver
25623,647,11745,2022-11-09,Success
39970,1875,20362,2022-05-05,Rejected by the driver
2598,1836,7774,2022-08-17,Cancelled by the passenger
44479,98,28336,2022-11-09,Success
27385,1706,17825,2023-02-21,Success
27984,2104,24547,2022-04-15,Success
30207,1426,16291,2023-03-04,Rejected by the driver
11889,2788,25318,2022-08-07,Rejected by the driver
41184,1246,16451,2022-04-19,Success
59105,2633,20709,2023-03-06,Rejected by the driver
11705,2870,20570,2022-04-14,Success
16562,2517,4917,2023-03-10,Success
1477,1586,6168,2023-02-08,Success
33714,1463,26540,2022-05-06,Success
4120,1815,38969,2022-09-19,Success
11178,153,16855,2023-01-22,Cancelled by the passenger
26577,1048,20512,2022-05-28,Success
33169,2346,28658,2023-03-17,Rejected by the driver
22992,2603,27545,2022-10-17,Rejected by the driver
40499,1216,16979,2022-12-21,Rejected by the driver
43855,1512,17918,2023-02-12,Success
53506,664,31676,2022-07-20,Success
13970,8,26399,2022-03-30,Success
41256,2737,18270,2022-08-09,Success
26444,1516,28925,2022-06-29,Success
18004,2985,31100,2022-06-14,Success
16178,1264,684,2023-01-14,Rejected by the driver
42900,592,23090,2022-05-19,Rejected by the driver
30628,1198,1632,2022-11-18,Success
20589,2500,25147,2022-07-19,Success
5227,1458,18375,2022-08-27,Success
11488,1263,29410,2022-04-08,Rejected by the driver
48145,77,29735,2022-12-07,Success
33005,1105,28929,2022-11-11,Success
44246,82,12525,2023-03-11,Success
5796,2720,32390,2022-09-05,Success
56783,84,26954,2022-03-24,Success
55588,1509,35518,2022-03-19,Cancelled by the passenger
3449,1407,18326,2022-04-06,Success
59377,2421,26054,2023-02-06,Success
12785,1573,37739,2022-07-25,Rejected by the driver
2763,1016,8643,2022-07-18,Cancelled by the passenger
57801,8,15934,2022-07-21,Rejected by the driver
58883,1549,12448,2022-12-03,Rejected by the driver
13098,503,3853,2022-11-09,Success
59545,499,15158,2022-11-13,Rejected by the driver
46830,1980,11851,2022-09-16,Success
58409,1320,26231,2022-08-17,Cancelled by the passenger
18607,2656,14393,2023-01-04,Success
3699,2451,7512,2023-04-02,Success
26762,1186,24273,2022-04-28,Success
39295,595,17487,2023-01-26,Success
43946,883,6376,2022-10-06,Rejected by the driver
35586,1280,13151,2022-12-28,Rejected by the driver
35687,1093,861,2022-12-16,Success
23939,1594,33171,2022-12-02,Cancelled by the passenger
21094,1528,27457,2022-09-20,Success
8613,5,1809,2023-02-20,Success
52745,1855,1527,2023-02-11,Success
38742,2488,18543,2022-09-08,Success
3024,2857,19009,2022-09-02,Success
43958,2931,1774,2022-10-30,Success
56082,2940,7112,2022-04-16,Success
40441,2691,33518,2022-03-21,Success
41277,571,3855,2022-12-17,Success
28691,1753,29624,2023-01-11,Success
15497,2982,20684,2023-02-14,Rejected by the driver
25381,1603,2579,2022-05-23,Success
21522,1554,4915,2022-09-21,Rejected by the driver
2169,2133,25766,2022-09-05,Success
38699,412,17105,2022-04-05,Cancelled by the passenger
2488,51,28543,2022-05-19,Success
48813,8,14438,2022-12-18,Success
13490,1589,38037,2022-03-28,Rejected by the driver
52088,335,6495,2022-09-10,Success
35799,1590,19449,2022-09-24,Success
48865,1150,32622,2022-05-09,Success
32690,1902,4685,2023-01-12,Cancelled by the passenger
17465,2195,24443,2023-03-21,Success
46665,19,16917,2023-01-25,Cancelled by the passenger
23702,2022,31379,2022-12-02,Success
39668,1148,23415,2023-03-11,Success
40014,2372,21602,2022-07-08,Success
52056,232,786,2023-03-08,Success
46926,1191,22654,2023-01-27,Success
41750,1037,25939,2022-08-25,Success
4301,743,10499,2022-04-17,Success
11094,1581,26598,2023-04-03,Success
55456,2414,7749,2022-04-19,Success
58654,2532,36571,2022-07-13,Success
2712,1333,34268,2022-04-09,Success
4651,607,21111,2022-12-26,Success
27444,2837,38694,2022-03-30,Success
59866,2612,33073,2022-06-16,Success
56674,924,11254,2022-03-12,Rejected by the driver
5459,1312,10728,2022-06-16,Success
56549,1371,21652,2023-02-07,Success
59624,2956,10548,2022-06-15,Cancelled by the passenger
12559,1081,9471,2023-02-12,Rejected by the driver
50678,1650,37192,2022-12-22,Success
48089,150,25437,2022-07-24,Success
11450,339,17254,2022-08-24,Success
47383,359,10226,2022-10-25,Success
20630,1802,5531,2022-06-23,Success
44639,1502,16285,2022-04-23,Success
26944,2822,39383,2022-07-18,Success
12062,698,23408,2022-09-09,Success
51666,887,28592,2023-04-07,Success
16045,288,17308,2022-06-12,Success
347,2353,18301,2022-09-24,Rejected by the driver
17599,640,29885,2022-04-21,Success
19409,920,34575,2023-03-26,Success
39650,2894,12765,2023-04-14,Success
20348,392,17840,2022-06-12,Success
42034,1828,18758,2022-10-02,Success
34729,1756,13387,2023-01-14,Success
18234,1587,16028,2022-05-16,Cancelled by the passenger
45075,2505,7963,2023-01-07,Success
16338,583,3928,2022-06-27,Success
20909,121,4902,2022-06-07,Success
3696,1659,17411,2023-01-20,Success
55595,1387,3096,2023-01-05,Success
48331,1930,5134,2023-03-26,Success
54516,2216,35234,2022-10-21,Success
27642,288,28206,2022-03-27,Success
33559,2819,12104,2022-10-04,Success
56373,2812,1745,2023-03-19,Rejected by the driver
43862,2696,19583,2023-01-31,Success
628,532,10012,2022-03-19,Success
19605,86,7056,2022-09-28,Success
12912,1766,3750,2022-06-05,Success
52877,1002,35106,2023-04-05,Rejected by the driver
5868,2360,39441,2022-10-03,Rejected by the driver
29213,2161,26338,2022-06-15,Success
38011,1293,19685,2023-03-10,Success
52683,761,11936,2023-04-15,Success
43181,1707,4930,2022-10-04,Cancelled by the passenger
26533,2170,15267,2023-01-28,Rejected by the driver
36067,866,14063,2023-01-13,Rejected by the driver
37246,1442,39016,2022-03-25,Cancelled by the passenger
49992,2784,18852,2022-09-25,Cancelled by the passenger
45648,672,24914,2022-12-08,Success
31508,261,21214,2022-07-12,Cancelled by the passenger
56638,642,5560,2023-03-02,Rejected by the driver
48040,2344,9385,2022-11-11,Rejected by the driver
22686,2812,7570,2022-09-22,Success
5318,29,38423,2022-11-22,Rejected by the driver
2683,1659,10427,2022-09-15,Success
43861,2222,24181,2022-09-11,Success
32731,537,7971,2023-04-06,Success
31515,2201,39500,2023-02-28,Success
19270,1282,17763,2022-12-21,Rejected by the driver
23402,2828,24889,2022-12-05,Success
24711,2788,37244,2022-07-04,Success
31446,1198,13014,2022-08-10,Success
55337,2449,28960,2022-07-15,Success
50862,411,10578,2022-05-06,Success
30489,1436,30956,2023-02-11,Success
29463,130,20185,2022-04-22,Success
29407,1305,19151,2022-06-26,Success
35806,22,26832,2022-09-15,Cancelled by the passenger
56262,602,36655,2022-03-17,Success
33214,2100,14394,2022-11-03,Success
56168,1392,26002,2022-03-30,Success
28745,2333,1874,2022-04-27,Success
15057,422,10543,2022-03-21,Success
9630,1313,17105,2022-09-17,Success
58241,192,20171,2022-07-20,Success
50459,1817,24072,2023-01-23,Success
55133,2591,10170,2022-08-09,Cancelled by the passenger
17857,660,20334,2022-08-25,Success
4973,159,15190,2022-11-02,Success
52791,1270,22234,2022-05-17,Success
52563,1100,38756,2022-09-20,Success
24477,2581,34004,2022-12-11,Rejected by the driver
15772,1212,9660,2022-12-04,Success
38540,2424,22861,2022-10-05,Success
20313,2533,37442,2023-02-02,Success
5278,221,21565,2022-07-25,Success
49271,2640,28726,2022-08-22,Success
51057,1531,2314,2022-12-16,Success
59821,300,29464,2022-08-04,Success
26439,2126,36883,2023-04-12,Success
52657,2823,29581,2023-03-13,Cancelled by the passenger
49237,1567,19499,2022-11-08,Success
26620,2985,30796,2022-09-17,Success
51002,2186,39252,2022-12-25,Success
14568,1489,12630,2022-10-19,Success
32446,825,28593,2022-08-14,Success
59057,2191,18042,2022-04-17,Rejected by the driver
46923,411,27683,2022-12-11,Cancelled by the passenger
38008,252,18748,2023-03-18,Success
18491,1378,14452,2023-01-06,Success
55583,1625,18577,2022-04-29,Cancelled by the passenger
15964,1267,32,2022-06-27,Success
21376,1607,12520,2022-07-23,Rejected by the driver
21929,2352,18660,2022-08-09,Success
30365,2189,4645,2022-07-27,Success
53419,2146,4097,2022-12-19,Rejected by the driver
11147,713,32922,2023-02-01,Rejected by the driver
56004,1582,13587,2022-05-29,Success
34438,135,35544,2022-08-01,Success
55749,2581,2893,2022-05-12,Rejected by the driver
54921,2129,13468,2022-11-11,Cancelled by the passenger
6651,2846,5563,2022-06-07,Success
22348,334,12716,2022-03-25,Success
23985,1396,14700,2022-08-16,Success
13630,977,6041,2022-08-06,Success
24207,858,32348,2022-10-12,Success
53790,1571,34734,2022-12-30,Success
43096,2237,33267,2022-07-22,Success
13827,324,17673,2023-02-08,Rejected by the driver
31091,2168,1764,2022-07-04,Success
3077,177,24642,2023-03-06,Success
21364,2907,39219,2022-10-14,Rejected by the driver
4908,459,13566,2023-03-31,Success
31392,525,3230,2023-02-18,Success
22839,2374,295,2022-12-13,Rejected by the driver
54095,2416,27828,2022-04-17,Success
42125,2032,26530,2022-06-06,Success
52822,1132,11282,2023-01-28,Success
13589,1525,35579,2022-08-30,Success
58663,2510,11011,2023-02-26,Cancelled by the passenger
9622,508,967,2022-12-13,Success
8736,2560,27894,2023-03-18,Cancelled by the passenger
26913,1891,32433,2022-08-17,Success
25301,1968,17822,2022-10-01,Success
19231,2700,20421,2022-10-04,Success
28421,2982,6735,2023-02-14,Cancelled by the passenger
9941,2049,5892,2023-01-14,Success
51753,471,26483,2023-01-10,Success
37421,25,15117,2023-01-20,Success
45830,1811,26774,2023-02-10,Rejected by the driver
5816,2163,23004,2022-12-23,Success
6713,1773,29960,2022-05-03,Success
8407,1270,2790,2022-04-26,Success
21519,531,27600,2023-02-10,Success
52237,293,30229,2022-11-13,Rejected by the driver
4222,1050,5110,2022-06-27,Success
10055,1059,23673,2022-08-27,Success
22655,1362,34810,2022-06-24,Success
