ride_id,driver_id,passenger_id,date,status
34623,1768,5543,2023-01-09,Rejected by the driver
11685,524,21189,2022-11-01,Success
32608,1398,37796,2022-08-17,Success
29849,2192,20932,2022-08-30,Success
52557,2524,19458,2022-04-19,Success
19040,2900,35179,2022-04-21,Rejected by the driver
13084,391,24294,2022-03-20,Rejected by the driver
31364,221,27159,2023-02-10,Success
59551,786,12685,2022-10-21,Cancelled by the passenger
13465,1197,24270,2022-07-19,Success
7331,785,34329,2022-12-04,Rejected by the driver
20013,798,23945,2022-07-02,Success
17358,1051,405,2022-07-20,Success
4247,515,13652,2023-03-30,Success
1950,195,28735,2022-12-31,Success
11501,2100,28154,2023-02-24,Success
35908,2677,23908,2022-07-01,Success
55958,1013,25642,2022-05-07,Success
20448,1842,4630,2023-02-02,Success
57196,1576,7421,2022-07-10,Success
31718,1107,29705,2022-09-13,Cancelled by the passenger
35145,971,22766,2022-05-01,Success
16828,2128,7618,2022-12-11,Cancelled by the passenger
41463,1833,10428,2022-05-06,Rejected by the driver
10038,2177,12521,2023-03-14,Success
6681,1942,19824,2022-08-27,Success
21082,1917,16554,2022-07-24,Cancelled by the passenger
43981,63,8016,2022-09-09,Success
51640,264,7016,2023-03-19,Success
11783,1373,17957,2022-09-03,Success
13475,2385,12013,2022-12-12,Success
2803,169,8284,2022-10-13,Success
21684,730,3399,2022-06-10,Success
19417,110,2687,2022-08-19,Success
58657,2012,24688,2023-04-04,Success
5526,483,24149,2023-03-28,Success
24710,2030,12289,2022-12-11,Success
25086,360,21433,2023-01-11,Rejected by the driver
1738,18,29198,2023-02-27,Cancelled by the passenger
9493,1495,5318,2023-02-28,Success
2553,1118,9828,2022-05-03,Success
46707,974,2817,2022-07-13,Success
9183,2750,40,2023-04-10,Success
35870,450,37965,2022-06-22,Success
41931,2089,1834,2022-06-15,Success
58796,1585,36661,2023-02-14,Rejected by the driver
45909,441,6180,2022-09-19,Rejected by the driver
46774,2156,17152,2023-03-23,Success
11420,2108,39879,2022-11-25,Success
21892,66,20133,2022-05-31,Success
7862,924,31007,2023-02-27,Cancelled by the passenger
55378,1251,8022,2022-09-06,Success
11679,1976,22107,2022-08-18,Success
24001,637,35663,2022-11-24,Success
14304,1246,23814,2023-01-17,Success
14940,2154,16035,2023-03-14,Success
55510,348,6190,2023-01-09,Success
11637,2562,39788,2022-05-23,Success
19052,2247,11541,2022-10-18,Success
56367,503,32408,2023-01-16,Cancelled by the passenger
16757,360,35756,2022-09-25,Cancelled by the passenger
8007,901,15068,2022-03-23,Cancelled by the passenger
36623,2113,25314,2022-04-15,Success
19032,2607,32404,2023-02-18,Success
21570,2127,39221,2023-04-09,Success
21176,2381,7208,2022-08-24,Success
52369,93,158,2022-06-16,Success
40454,868,22990,2023-04-15,Success
56657,2909,21062,2022-12-26,Rejected by the driver
51092,742,22711,2022-09-25,Cancelled by the passenger
7858,2243,23805,2022-04-21,Success
48205,289,13577,2022-03-31,Success
13034,629,10147,2023-03-14,Success
53355,2360,30574,2023-02-10,Success
20574,1438,12634,2022-07-20,Success
43126,1724,22817,2022-05-01,Success
57120,1934,6211,2023-02-14,Success
11658,1491,20813,2022-11-10,Success
48166,783,14702,2022-12-04,Cancelled by the passenger
13606,877,15127,2023-03-06,Success
43171,2641,17541,2022-06-30,Success
55461,2581,31857,2023-04-03,Success
5642,1702,25148,2023-03-26,Rejected by the driver
947,1264,4020,2023-02-10,Success
17643,1308,5731,2022-09-07,Success
57065,315,21475,2023-01-28,Success
4412,1140,30477,2022-09-02,Cancelled by the passenger
55474,402,17476,2022-11-10,Success
22080,1956,30739,2023-02-07,Success
57328,1006,30953,2022-12-23,Rejected by the driver
7957,392,31327,2022-07-14,Success
6067,1939,20376,2022-12-16,Success
14827,2213,39910,2022-03-21,Success
46438,812,22505,2022-08-15,Success
59937,577,13449,2022-08-05,Success
49016,1916,19134,2022-07-04,Success
20844,2344,11487,2022-04-20,Success
47062,2144,7200,2023-03-27,Success
24110,969,20702,2023-03-16,Rejected by the driver
54728,1032,20907,2022-11-06,Rejected by the driver
15518,1962,3256,2023-03-27,Success
30189,741,38706,2022-06-08,Rejected by the driver
41134,294,28533,2022-05-04,Success
9217,1023,13246,2022-08-21,Rejected by the driver
42676,1164,1117,2022-09-05,Success
41476,329,10981,2022-04-15,Rejected by the driver
239,389,24560,2022-09-25,Cancelled by the passenger
47551,1903,23882,2022-03-22,Success
31649,1347,867,2022-04-01,Success
7365,2665,13892,2022-05-11,Cancelled by the passenger
28710,1096,22300,2022-08-11,Success
19074,2054,12584,2022-08-25,Success
50044,1047,22045,2022-07-29,Success
1374,1941,574,2022-12-03,Success
48418,2550,1716,2023-03-16,Success
52922,746,31421,2022-06-23,Success
40363,326,20820,2022-09-02,Cancelled by the passenger
50398,605,5258,2022-04-04,Success
5631,2514,37237,2022-03-14,Rejected by the driver
34177,2729,9552,2022-12-04,Success
19595,307,38410,2022-10-23,Cancelled by the passenger
4551,2642,26039,2022-09-10,Success
12023,2725,1537,2022-10-17,Cancelled by the passenger
29468,132,19875,2022-12-12,Success
11761,1206,9688,2023-03-18,Success
19615,511,31752,2022-10-02,Success
32056,1105,31322,2022-12-08,Rejected by the driver
23409,1895,16626,2022-10-21,Success
3228,2624,33418,2023-02-10,Success
52738,920,30956,2022-06-20,Success
52650,2537,35669,2022-12-05,Success
37855,1013,28357,2022-12-02,Success
39997,558,14659,2022-08-06,Success
24951,374,7224,2022-07-31,Success
30904,2354,37909,2023-02-02,Success
14074,2353,21486,2022-08-27,Success
5247,1315,29900,2022-08-28,Success
15903,1075,34467,2022-10-20,Success
19782,774,16252,2022-03-20,Rejected by the driver
22385,487,27681,2022-03-30,Success
17760,2098,24957,2022-04-06,Success
17148,1130,37735,2022-10-07,Success
9011,2483,38187,2023-01-16,Cancelled by the passenger
55911,1680,20645,2022-12-17,Success
32206,2755,35110,2022-03-19,Success
34958,366,717,2022-10-23,Cancelled by the passenger
39418,1470,12336,2022-11-24,Cancelled by the passenger
229,2294,10634,2022-11-25,Success
233,1903,36656,2022-10-23,Rejected by the driver
45444,1876,28600,2023-01-02,Cancelled by the passenger
49874,347,3331,2022-11-08,Success
52583,147,12703,2022-12-07,Success
59291,1174,13198,2022-08-12,Rejected by the driver
1603,1974,13305,2022-11-05,Success
38912,2792,18088,2023-01-17,Success
22474,877,33858,2022-08-06,Success
58551,1408,12721,2022-05-24,Success
2138,2026,1116,2023-03-30,Success
6393,2297,3166,2022-11-02,Success
26436,1035,29986,2022-06-28,Success
45315,254,1582,2022-10-10,Success
57886,1677,22824,2023-04-07,Success
1764,718,6451,2022-07-17,Success
44124,1595,10151,2023-04-04,Success
10797,1973,18473,2022-07-01,Cancelled by the passenger
20687,1178,19401,2023-02-13,Rejected by the driver
42177,2218,24647,2022-09-15,Success
4193,2916,1632,2023-01-11,Success
31259,2852,2094,2023-02-04,Cancelled by the passenger
51385,1701,26827,2022-09-26,Success
57313,1364,1020,2022-07-27,Rejected by the driver
49741,1492,6367,2022-06-28,Cancelled by the passenger
29593,177,14680,2022-03-22,Success
59510,384,13667,2022-06-26,Success
11133,2883,27160,2022-11-15,Success
51751,459,9689,2023-03-28,Success
24014,1592,15521,2022-08-18,Cancelled by the passenger
633,1075,7172,2022-09-03,Rejected by the driver
30467,1811,5148,2022-06-25,Success
24854,388,5760,2022-08-28,Success
1404,2304,34868,2022-05-05,Success
19038,1708,30408,2022-07-26,Success
52955,2228,17235,2022-09-24,Rejected by the driver
15024,2704,10376,2023-03-14,Success
44053,1855,2068,2022-10-10,Cancelled by the passenger
37051,2061,16820,2022-04-28,Rejected by the driver
8574,1482,29850,2022-11-03,Success
39649,1622,22045,2023-01-10,Cancelled by the passenger
30621,1668,1466,2022-05-23,Rejected by the driver
56493,2987,6924,2022-05-23,Rejected by the driver
37934,363,30519,2022-12-05,Rejected by the driver
28085,2510,17797,2022-04-26,Cancelled by the passenger
56189,1512,23033,2022-08-04,Success
36062,575,26350,2022-08-13,Success
40203,2673,31274,2022-03-15,Success
32622,1672,4503,2022-09-18,Rejected by the driver
11763,912,4643,2022-09-30,Success
54871,378,9371,2023-03-08,Success
51685,2213,26164,2022-04-03,Success
6706,2333,32556,2022-06-16,Success
34659,1560,20701,2022-03-25,Success
15327,1159,39225,2022-07-21,Success
3113,1528,95,2022-07-06,Success
51493,1273,11284,2022-10-04,Cancelled by the passenger
21537,2836,24305,2022-10-13,Success
13194,272,7563,2022-05-12,Success
48203,231,22409,2022-09-29,Success
49849,198,342,2022-08-16,Rejected by the driver
24875,1246,18617,2022-04-30,Success
2838,2753,32444,2022-04-15,Rejected by the driver
17700,679,8018,2023-03-01,Success
10962,2983,20598,2022-08-23,Success
24518,2361,36928,2023-02-24,Success
34009,1832,2325,2022-11-29,Rejected by the driver
22178,1047,35020,2022-12-31,Success
28940,1126,18185,2022-08-31,Success
26055,1646,37872,2022-12-29,Success
47117,1109,10227,2022-06-01,Rejected by the driver
10552,786,16846,2022-11-16,Success
13458,561,11361,2022-05-28,Success
57595,36,27258,2023-03-30,Cancelled by the passenger
54380,1292,37962,2022-05-09,Rejected by the driver
26530,2238,27017,2022-07-13,Success
45787,1377,19437,2022-08-04,Success
29555,2383,10598,2023-01-09,Success
25142,2998,26208,2022-09-23,Success
47744,1772,7074,2023-03-02,Rejected by the driver
54618,1044,21809,2022-05-02,Success
24750,1192,28710,2022-03-19,Rejected by the driver
33364,1273,35499,2022-12-18,Success
51519,1045,36197,2022-04-23,Success
10830,1859,22158,2022-12-24,Success
45474,930,14097,2022-03-29,Success
52678,2301,12259,2023-02-04,Success
34263,196,115,2022-12-07,Success
39837,34,19215,2022-12-12,Success
30033,1256,34184,2022-11-22,Cancelled by the passenger
10304,2634,38701,2022-09-28,Success
52789,1425,4439,2022-08-21,Rejected by the driver
57370,477,23254,2022-12-28,Success
8164,1550,26901,2022-06-22,Success
58851,947,14194,2022-05-29,Rejected by the driver
55118,2600,5361,2022-04-12,Rejected by the driver
9482,552,11193,2023-02-05,Success
59775,1505,2641,2023-03-30,Success
55176,1349,24752,2022-08-10,Cancelled by the passenger
39890,1795,31734,2022-12-19,Success
41154,853,2780,2022-08-09,Success
5290,308,10526,2022-10-24,Success
2009,707,7553,2022-12-19,Success
7652,2231,23323,2022-03-19,Success
25109,2129,33185,2023-02-25,Success
39611,1061,6694,2022-07-15,Rejected by the driver
4068,617,34462,2022-12-15,Success
32638,1930,12205,2022-09-27,Success
44913,1691,17980,2022-10-12,Success
57613,147,19525,2022-08-24,Success
6071,1278,21303,2023-04-11,Success
5352,87,1049,2022-12-09,Success
45637,1628,39282,2022-10-01,Success
37549,575,39525,2023-02-27,Success
41014,1002,14842,2022-10-04,Success
47729,593,4649,2023-03-17,Success
44517,2165,29932,2022-05-09,Success
55409,1367,14350,2023-01-11,Success
11814,1112,1704,2023-01-01,Success
5884,2755,31944,2023-01-05,Success
55611,2970,36055,2023-01-19,Rejected by the driver
9440,2665,32857,2022-07-25,Success
36857,2611,5779,2022-06-11,Success
48350,681,24031,2022-04-27,Success
24674,952,7039,2023-01-21,Success
52998,1740,17629,2022-11-01,Success
53632,2672,21218,2022-05-31,Success
40595,80,36512,2022-03-19,Success
8210,1063,36447,2022-09-04,Success
27834,1080,10167,2022-07-09,Cancelled by the passenger
31711,2882,31962,2023-02-02,Rejected by the driver
55485,2438,15811,2022-06-04,Success
29982,614,12564,2022-10-09,Success
236,2339,39995,2023-01-03,Success
39169,2861,864,2022-06-25,Success
55371,577,34694,2023-01-16,Cancelled by the passenger
5078,2498,26699,2023-03-25,Success
37997,594,18368,2022-08-07,Success
32096,578,12465,2022-11-28,Success
9903,382,7346,2022-05-26,Success
4907,2740,20151,2023-02-09,Cancelled by the passenger
13127,2861,32112,2022-11-11,Success
41062,2852,8600,2023-04-04,Rejected by the driver
25279,89,8499,2022-11-18,Success
25022,2452,10794,2022-08-01,Success
22075,1415,19963,2022-06-17,Rejected by the driver
47414,1710,12061,2022-09-16,Success
3500,2052,36316,2022-04-19,Cancelled by the passenger
4018,2428,32312,2022-03-29,Success
44933,2707,35788,2022-05-07,Success
28898,2916,22245,2022-06-03,Success
27521,231,31877,2023-04-07,Success
22353,1441,10455,2023-01-16,Cancelled by the passenger
19302,1147,6158,2022-04-13,Success
9631,331,21349,2022-12-10,Success
25007,569,30804,2022-06-06,Success
21714,672,6404,2022-08-28,Cancelled by the passenger
19179,1894,18051,2022-12-20,Success
23422,275,9708,2023-03-22,Success
52894,725,25928,2022-03-14,Success
6665,2885,18001,2023-02-12,Success
44127,1141,23155,2023-02-27,Success
12454,2414,39168,2023-01-09,Success
43194,815,36362,2023-01-10,Cancelled by the passenger
40471,2253,26965,2022-05-26,Success
8944,1899,21143,2022-04-02,Success
42472,1832,39794,2022-06-01,Rejected by the driver
26583,2051,27067,2022-05-01,Success
17157,1458,10755,2023-04-13,Cancelled by the passenger
19205,2420,6791,2023-01-08,Success
41901,2821,13723,2023-01-21,Success
20161,1371,22909,2023-02-02,Success
26101,1529,19272,2023-03-22,Success
7636,1147,3074,2022-10-02,Success
31895,804,33658,2022-05-09,Success
1251,1431,27516,2023-03-29,Success
30756,2824,36412,2022-10-03,Success
13366,1881,11128,2022-06-19,Success
45913,1245,21897,2022-10-06,Success
3552,2778,22926,2023-04-05,Rejected by the driver
46357,1948,27180,2023-03-21,Success
30202,2124,28586,2023-04-08,Success
23384,2396,20601,2023-02-02,Success
34007,1681,8025,2022-05-31,Rejected by the driver
23591,571,2916,2022-03-20,Success
52942,295,28962,2023-03-16,Success
33740,2859,19449,2022-12-24,Success
58540,1756,6715,2022-08-09,Success
6969,1333,2997,2022-12-21,Success
44209,2771,6723,2022-12-10,Success
6174,1920,28915,2022-08-27,Success
30620,2004,33756,2022-10-13,Success
23879,2056,13057,2022-06-16,Success
39254,2920,24038,2023-04-04,Success
58211,744,18041,2022-11-14,Success
54167,703,10422,2022-05-02,Success
28003,1582,793,2022-10-28,Success
38807,1256,31617,2022-09-28,Cancelled by the passenger
57177,1779,32901,2022-03-22,Success
45136,2771,5454,2022-11-19,Rejected by the driver
23158,256,32331,2022-07-26,Cancelled by the passenger
8452,1656,29893,2022-12-06,Success
25405,1774,27229,2022-03-28,Rejected by the driver
16349,1259,34405,2023-04-08,Success
51406,2316,38914,2023-02-17,Rejected by the driver
22084,2215,37751,2023-01-01,Success
15420,2323,14640,2022-05-20,Success
17520,2281,21718,2022-03-13,Rejected by the driver
35509,823,15256,2022-04-24,Success
39051,166,544,2022-09-02,Success
14667,1491,38873,2023-02-24,Success
22929,2701,21510,2022-11-23,Success
10194,2201,14408,2022-04-22,Rejected by the driver
10408,762,6041,2023-01-24,Success
30738,2908,4281,2022-11-18,Success
42897,553,13376,2022-11-04,Success
47673,1284,35096,2022-09-20,Cancelled by the passenger
28392,1640,28,2023-01-04,Success
4427,1980,29254,2022-06-03,Success
28184,1236,13395,2023-01-26,Rejected by the driver
26510,1908,22304,2023-03-22,Success
57878,500,3705,2023-04-15,Rejected by the driver
12141,353,11832,2022-09-17,Success
23434,253,8346,2022-10-08,Success
28794,1127,2359,2022-12-27,Success
25319,2179,33567,2022-06-02,Success
5141,37,151,2022-08-03,Success
32630,1477,26549,2023-02-21,Cancelled by the passenger
19200,1699,5975,2022-11-23,Success
21110,226,17943,2022-03-15,Success
12735,2414,4660,2022-12-11,Success
899,833,4377,2022-10-02,Success
12187,962,11584,2023-03-25,Success
16658,47,16567,2022-08-01,Success
42909,1583,36860,2022-09-09,Success
45533,565,20383,2022-04-14,Cancelled by the passenger
33873,867,29784,2022-04-15,Cancelled by the passenger
43333,135,14372,2023-01-05,Success
5079,1003,18730,2022-09-05,Rejected by the driver
34212,1239,22828,2022-06-30,Success
44349,1805,1375,2023-04-03,Success
56633,1084,1932,2023-03-12,Cancelled by the passenger
9909,1653,210,2022-08-30,Success
14447,1584,32032,2022-07-26,Cancelled by the passenger
55838,1741,16179,2023-03-25,Rejected by the driver
223,2352,31236,2023-03-16,Success
55539,1863,30492,2022-03-20,Rejected by the driver
1375,2245,12416,2022-05-04,Success
37134,1466,23030,2022-10-24,Success
7141,2246,12001,2023-01-19,Success
14310,2418,5641,2023-03-02,Success
22533,2069,17757,2023-02-08,Success
47001,607,36711,2022-08-20,Success
58247,1232,4884,2022-06-06,Success
